year,quarter,state,district,count,amount
2020,Q3,Uttarakhand,Tehri Garhwal,351867,595254916.1120149
2020,Q3,Uttarakhand,Almora,319939,453570746.4638781
2020,Q3,Uttarakhand,Pithoragarh,237817,421302996.40247244
2020,Q3,Uttarakhand,Chamoli,219226,388151115.26728576
2020,Q3,Uttarakhand,Uttarkashi,166514,318056161.8167209
2020,Q2,Uttarakhand,Dehradun,3619286,7204561616.480451
2020,Q2,Uttarakhand,Haridwar,1633204,2717831193.887991
2020,Q2,Uttarakhand,Udham Singh Nagar,1430868,2605047531.8868837
2020,Q2,Uttarakhand,Nainital,661723,1075299747.558831
2020,Q2,Uttarakhand,Pauri Garhwal,337679,488475349.7643055
2020,Q2,Uttarakhand,Tehri Garhwal,274627,410098391.70712256
2020,Q2,Uttarakhand,Almora,256356,333359506.69689095
2020,Q2,Uttarakhand,Pithoragarh,193141,309868814.02295196
2020,Q2,Uttarakhand,Chamoli,180349,274419553.19735515
2020,Q2,Uttarakhand,Uttarkashi,143866,241132342.2347738
2022,Q3,Uttarakhand,Dehradun,31286908,43421889600.77414
2022,Q3,Uttarakhand,Haridwar,12207906,17469868639.355198
2022,Q3,Uttarakhand,Udham Singh Nagar,8359056,12605973683.641441
2022,Q3,Uttarakhand,Nainital,4918426,7504228522.498604
2022,Q3,Uttarakhand,Pauri Garhwal,1692144,2462947906.054614
2022,Q3,Uttarakhand,Tehri Garhwal,1282593,1914407105.066064
2022,Q3,Uttarakhand,Almora,862733,1333633913.7202659
2022,Q3,Uttarakhand,Pithoragarh,824882,1386396764.7434978
2022,Q3,Uttarakhand,Chamoli,759073,1357043504.4213452
2022,Q3,Uttarakhand,Uttarkashi,574366,1020415832.5023174
2022,Q2,Uttarakhand,Dehradun,28405360,40081073999.877716
2022,Q2,Uttarakhand,Haridwar,10586018,16128591903.365213
2022,Q2,Uttarakhand,Udham Singh Nagar,7173658,11516900702.588757
2022,Q2,Uttarakhand,Nainital,4229607,6957275629.433159
2022,Q2,Uttarakhand,Pauri Garhwal,1914947,2946932725.366783
2022,Q2,Uttarakhand,Tehri Garhwal,1595144,2551688400.844716
2022,Q2,Uttarakhand,Almora,917436,1470548875.9558089
2022,Q2,Uttarakhand,Pithoragarh,744947,1370280861.667244
2022,Q2,Uttarakhand,Chamoli,724863,1456305122.8944721
