year,quarter,state,registeredusers,appopens
2021,Q3,Arunachal Pradesh,293073,17209654
2021,Q3,Delhi,11980061,223844376
2021,Q3,Uttarakhand,3233509,90886530
2021,Q1,Puducherry,346279,7914507
2021,Q1,Tamil Nadu,16632608,348801714
2021,Q1,Uttar Pradesh,29482075,639718324
2021,Q1,Madhya Pradesh,14839427,482500276
2021,Q1,Andhra Pradesh,18363733,957709447
2021,Q1,Tripura,439636,6009660
2021,Q1,Lakshadweep,4577,47283
2021,Q1,Manipur,312668,3709227
2021,Q1,Maharashtra,37077537,1101976484
2021,Q1,Dadra & Nagar Haveli & Daman & Diu,321396,7302462
2021,Q1,Meghalaya,190869,2939026
2021,Q1,Andaman & Nicobar Islands,57758,1004336
2021,Q1,Haryana,9827905,266686683
2021,Q1,Rajasthan,17661088,632535059
2021,Q1,Ladakh,69919,1184204
2021,Q1,Punjab,5568777,81052268
2021,Q1,Assam,3358448,56752364
2021,Q1,Jharkhand,5313049,141731331
2021,Q1,Odisha,9233009,301315474
2021,Q1,Bihar,13946288,355792608
2021,Q1,Kerala,6936943,108918733
2021,Q1,Karnataka,24095832,1084917385
2021,Q1,Chandigarh,419998,7919533
2021,Q1,Telangana,17149069,920040042
2021,Q1,Himachal Pradesh,1622951,24228094
2021,Q1,West Bengal,16808799,316832674
2021,Q1,Gujarat,14670126,264732874
2021,Q1,Sikkim,160213,2795331
2021,Q1,Nagaland,207808,2980581
2021,Q1,Mizoram,85750,1193214
2021,Q1,Chhattisgarh,4514551,124648704
2021,Q1,Jammu & Kashmir,1174818,18834009
2021,Q1,Goa,570035,15467672
2021,Q1,Arunachal Pradesh,251240,4796708
2021,Q1,Delhi,10467210,281201600
2021,Q1,Uttarakhand,2802122,59282260
2021,Q2,Puducherry,369961,5178916
2021,Q2,Tamil Nadu,17804542,343968474
2021,Q2,Uttar Pradesh,31651894,673598864
2021,Q2,Madhya Pradesh,15940935,727741649
2021,Q2,Andhra Pradesh,19620905,1044705436
2021,Q2,Tripura,472153,9500881
2021,Q2,Lakshadweep,4896,40301
2021,Q2,Manipur,335409,7269002
2021,Q2,Maharashtra,39664697,1208083592
2021,Q2,Dadra & Nagar Haveli & Daman & Diu,344994,5062983
2021,Q2,Meghalaya,205686,7290804
2021,Q2,Andaman & Nicobar Islands,62095,2248223
2021,Q2,Haryana,10530594,234052506
2021,Q2,Rajasthan,18980985,1072091232
2021,Q2,Ladakh,75048,4391632
2021,Q2,Punjab,5976548,85894089
2021,Q2,Assam,3617056,102003890
2021,Q2,Jharkhand,5701503,184234107
2021,Q2,Odisha,9891029,367576494
2021,Q2,Bihar,14972134,371198660
2021,Q2,Kerala,7416083,87814415
2021,Q2,Karnataka,25751023,1051089714
2021,Q2,Chandigarh,448572,4733924
2021,Q2,Telangana,18306880,905317692
2021,Q2,Himachal Pradesh,1743151,43269977
2021,Q2,West Bengal,17979979,275341466
2021,Q2,Gujarat,15735981,282432543
2021,Q2,Sikkim,171740,4541121
2021,Q2,Nagaland,223337,6716892
2021,Q2,Mizoram,92552,4014597
2021,Q2,Chhattisgarh,4837055,205784717
2021,Q2,Jammu & Kashmir,1261267,34274559
2021,Q2,Goa,609106,12710361
2021,Q2,Arunachal Pradesh,270572,13025849
2021,Q2,Delhi,11182699,164997774
2021,Q2,Uttarakhand,3004040,78380036
2022,Q1,Puducherry,448051,3938657
2022,Q1,Tamil Nadu,21667020,638490275
2022,Q1,Uttar Pradesh,38999692,836926025
2022,Q1,Madhya Pradesh,19656147,1678266475
2022,Q1,Andhra Pradesh,23857951,1254785973
2022,Q1,Tripura,582124,19322963
2022,Q1,Lakshadweep,5990,45410
2022,Q1,Manipur,411900,22637747
2022,Q1,Maharashtra,48227630,2157769514
2022,Q1,Dadra & Nagar Haveli & Daman & Diu,424570,3910792
2022,Q1,Meghalaya,255839,23634106
2022,Q1,Andaman & Nicobar Islands,76288,3847407
2022,Q1,Haryana,12866988,217228467
2022,Q1,Rajasthan,23398857,2570606469
2022,Q1,Ladakh,92492,8902080
2022,Q1,Punjab,7302726,117482807
2022,Q1,Assam,4492589,281642453
2022,Q1,Jharkhand,7025275,331355981
2022,Q1,Odisha,12124779,613855465
2022,Q1,Bihar,18484658,316991599
2022,Q1,Kerala,8972299,94047893
2022,Q1,Karnataka,31200349,1727054045
2022,Q1,Chandigarh,541549,2321685
2022,Q1,Telangana,22150612,1168864524
2022,Q1,Himachal Pradesh,2143483,77278278
2022,Q1,West Bengal,21919787,236131065
2022,Q1,Gujarat,19265314,521776939
2022,Q1,Sikkim,209616,12440193
2022,Q1,Nagaland,276483,24206053
2022,Q1,Mizoram,115295,14886657
2022,Q1,Chhattisgarh,5916961,448503438
2022,Q1,Jammu & Kashmir,1549320,62115857
2022,Q1,Goa,738628,18678798
2022,Q1,Arunachal Pradesh,335339,41418559
2022,Q1,Delhi,13539197,57524153
2022,Q1,Uttarakhand,3674829,115224382
2022,Q3,Puducherry,496570,4186911
2022,Q3,Tamil Nadu,24019964,866738343
2022,Q3,Uttar Pradesh,43537920,1035702397
2022,Q3,Madhya Pradesh,21884220,2026371749
2022,Q3,Andhra Pradesh,26496330,1357005703
2022,Q3,Tripura,649143,24123569
2022,Q3,Lakshadweep,6645,18111
2022,Q3,Manipur,457063,26011343
2022,Q3,Maharashtra,53432602,2638663712
2022,Q3,Dadra & Nagar Haveli & Daman & Diu,474807,3837881
2022,Q3,Meghalaya,283487,32596135
2022,Q3,Andaman & Nicobar Islands,84642,6068354
2022,Q3,Haryana,14303933,265475161
2022,Q3,Rajasthan,26042948,3299787866
2022,Q3,Ladakh,102299,19734781
2022,Q3,Punjab,8097582,154625731
2022,Q3,Assam,5016910,410760707
2022,Q3,Jharkhand,7836429,414228860
2022,Q3,Odisha,13493282,725475924
2022,Q3,Bihar,20694376,336807385
2022,Q3,Kerala,9933977,104565833
2022,Q3,Karnataka,34493994,2148016434
2022,Q3,Chandigarh,598698,2173356
2022,Q3,Telangana,24506111,1255597644
2022,Q3,Himachal Pradesh,2381576,108832538
2022,Q3,West Bengal,24372048,256445748
2022,Q3,Gujarat,21394721,699121904
2022,Q3,Sikkim,232025,18748536
2022,Q3,Nagaland,307386,31229366
2022,Q3,Mizoram,127735,15557163
2022,Q3,Chhattisgarh,6562237,543206487
2022,Q3,Jammu & Kashmir,1719185,109346235
2022,Q3,Goa,817830,19712764
2022,Q3,Arunachal Pradesh,373372,59722628
2022,Q3,Delhi,15009523,49919498
2022,Q3,Uttarakhand,4081976,152803850
2022,Q4,Puducherry,520649,24144184
2022,Q4,Tamil Nadu,25136112,1229187623
2022,Q4,Uttar Pradesh,45648650,1682003791
2022,Q4,Madhya Pradesh,22913924,1388282818
2022,Q4,Andhra Pradesh,27778016,1673374802
2022,Q4,Tripura,678741,16107610
2022,Q4,Lakshadweep,6961,72377
2022,Q4,Manipur,477292,12462732
2022,Q4,Maharashtra,55954028,2982202696
2022,Q4,Dadra & Nagar Haveli & Daman & Diu,500125,24066770
2022,Q4,Meghalaya,295322,10105924
2022,Q4,Andaman & Nicobar Islands,88442,4354093
2022,Q4,Haryana,14994944,556898878
2022,Q4,Rajasthan,27255927,1537424924
2022,Q4,Ladakh,106337,3832339
2022,Q4,Punjab,8462753,199899443
2022,Q4,Assam,5247776,248781157
2022,Q4,Jharkhand,8217638,396098729
2022,Q4,Odisha,14127239,726099254
2022,Q4,Bihar,21738117,834827202
2022,Q4,Kerala,10382102,346981849
2022,Q4,Karnataka,36081698,3011645011
2022,Q4,Chandigarh,627563,15308862
2022,Q4,Telangana,25656381,1731228513
2022,Q4,Himachal Pradesh,2483076,72355717
2022,Q4,West Bengal,25536381,678066327
2022,Q4,Gujarat,22412353,790984595
2022,Q4,Sikkim,241968,8948864
2022,Q4,Nagaland,321205,11171582
2022,Q4,Mizoram,132870,3144551
2022,Q4,Chhattisgarh,6846822,354976814
2022,Q4,Jammu & Kashmir,1793434,60205865
2022,Q4,Goa,855202,43005212
2022,Q4,Arunachal Pradesh,390307,21775038
2022,Q4,Delhi,15764149,401864749
2022,Q4,Uttarakhand,4272049,160685547
2022,Q2,Puducherry,471663,3830290
2022,Q2,Tamil Nadu,22829720,740265406
2022,Q2,Uttar Pradesh,41247289,947480495
2022,Q2,Madhya Pradesh,20766417,1902866132
2022,Q2,Andhra Pradesh,25157264,1378736856
2022,Q2,Tripura,615782,21343111
2022,Q2,Lakshadweep,6327,38450
2022,Q2,Manipur,434563,26236900
2022,Q2,Maharashtra,50802786,2492946019
2022,Q2,Dadra & Nagar Haveli & Daman & Diu,449016,3886292
2022,Q2,Meghalaya,269943,27458992
2022,Q2,Andaman & Nicobar Islands,80530,5180013
2022,Q2,Haryana,13576065,236091309
2022,Q2,Rajasthan,24716181,2771434947
2022,Q2,Ladakh,97517,14768129
2022,Q2,Punjab,7702100,138965337
2022,Q2,Assam,4755787,339929089
2022,Q2,Jharkhand,7426174,379053485
2022,Q2,Odisha,12801990,670311093
2022,Q2,Bihar,19569894,348588438
2022,Q2,Kerala,9442533,98876392
2022,Q2,Karnataka,32831447,2065359837
2022,Q2,Chandigarh,569582,2285979
2022,Q2,Telangana,23314363,1276259370
2022,Q2,Himachal Pradesh,2264407,102488683
2022,Q2,West Bengal,23124388,250276369
2022,Q2,Gujarat,20321596,609943436
2022,Q2,Sikkim,220994,16993937
2022,Q2,Nagaland,292104,28652431
2022,Q2,Mizoram,121535,16646550
2022,Q2,Chhattisgarh,6238349,501411120
2022,Q2,Jammu & Kashmir,1635570,89986310
2022,Q2,Goa,777779,19062157
2022,Q2,Arunachal Pradesh,354528,49889518
2022,Q2,Delhi,14260143,52553080
2022,Q2,Uttarakhand,3877056,156465685
2020,Q4,Puducherry,319626,6377136
2020,Q4,Tamil Nadu,15357586,288233552
2020,Q4,Uttar Pradesh,27249134,552220798
2020,Q4,Madhya Pradesh,13737947,405571446
2020,Q4,Andhra Pradesh,17076565,869078538
2020,Q4,Tripura,409110,6017249
2020,Q4,Lakshadweep,4179,41144
2020,Q4,Manipur,288772,3783432
2020,Q4,Maharashtra,34432631,952006770
2020,Q4,Dadra & Nagar Haveli & Daman & Diu,296493,6196436
2020,Q4,Meghalaya,176447,2745917
2020,Q4,Andaman & Nicobar Islands,52396,887208
2020,Q4,Haryana,9129873,236101307
2020,Q4,Rajasthan,16329494,511015109
2020,Q4,Ladakh,64853,1232757
2020,Q4,Punjab,5157868,71191183
2020,Q4,Assam,3106153,49321814
2020,Q4,Jharkhand,4917938,126310835
2020,Q4,Odisha,8598751,270085293
2020,Q4,Bihar,12889833,317056600
2020,Q4,Kerala,6387169,91415273
2020,Q4,Karnataka,22400182,935510690
2020,Q4,Chandigarh,391402,6477974
2020,Q4,Telangana,15927797,764614235
2020,Q4,Himachal Pradesh,1508766,22001148
2020,Q4,West Bengal,15662093,291721919
2020,Q4,Gujarat,13605203,230497353
2020,Q4,Sikkim,148543,2478670
2020,Q4,Nagaland,192188,2922121
2020,Q4,Mizoram,78731,1096182
2020,Q4,Chhattisgarh,4190601,109900467
2020,Q4,Jammu & Kashmir,1079022,16018751
2020,Q4,Goa,527584,10991118
2020,Q4,Arunachal Pradesh,231292,4472667
2020,Q4,Delhi,9747968,243433752
2020,Q4,Uttarakhand,2596244,52564888
2020,Q1,Puducherry,230908,3820943
2020,Q1,Tamil Nadu,10872368,179908753
2020,Q1,Uttar Pradesh,20136256,374282083
2020,Q1,Madhya Pradesh,10151371,262452480
2020,Q1,Andhra Pradesh,13022060,486513773
2020,Q1,Tripura,299962,4063223
2020,Q1,Lakshadweep,2772,21982
2020,Q1,Manipur,177374,2175642
2020,Q1,Maharashtra,26168390,615146568
2020,Q1,Dadra & Nagar Haveli & Daman & Diu,218496,4195122
2020,Q1,Meghalaya,113814,1716211
2020,Q1,Andaman & Nicobar Islands,28368,193586
2020,Q1,Haryana,7018770,157793468
2020,Q1,Rajasthan,12142053,341815756
2020,Q1,Ladakh,47790,590484
2020,Q1,Punjab,3739502,53853710
2020,Q1,Assam,2185938,33097892
2020,Q1,Jharkhand,3651393,74014713
2020,Q1,Odisha,6652970,175918622
2020,Q1,Bihar,9351234,183868505
2020,Q1,Kerala,4078316,46396398
2020,Q1,Karnataka,17016980,626488036
2020,Q1,Chandigarh,312887,5201211
2020,Q1,Telangana,12306860,454723816
2020,Q1,Himachal Pradesh,1106025,14640104
2020,Q1,West Bengal,11960822,207068218
2020,Q1,Gujarat,10259843,165605122
2020,Q1,Sikkim,104631,1697163
2020,Q1,Nagaland,107143,1684520
2020,Q1,Mizoram,46499,644683
2020,Q1,Chhattisgarh,3016487,64224101
2020,Q1,Jammu & Kashmir,735408,4476894
2020,Q1,Goa,391900,7147233
2020,Q1,Arunachal Pradesh,149066,2598321
2020,Q1,Delhi,7826197,178263986
2020,Q1,Uttarakhand,1943606,32631265
2020,Q2,Puducherry,255600,3057608
2020,Q2,Tamil Nadu,12150786,144907447
2020,Q2,Uttar Pradesh,22498519,383703534
2020,Q2,Madhya Pradesh,11374423,253770044
2020,Q2,Andhra Pradesh,14319675,494341698
2020,Q2,Tripura,336666,4443221
2020,Q2,Lakshadweep,3187,29202
2020,Q2,Manipur,215496,3011491
2020,Q2,Maharashtra,28765086,506354812
2020,Q2,Dadra & Nagar Haveli & Daman & Diu,244814,4505127
2020,Q2,Meghalaya,136211,2205253
2020,Q2,Andaman & Nicobar Islands,32710,305072
2020,Q2,Haryana,7682878,143650123
2020,Q2,Rajasthan,13563201,329941181
2020,Q2,Ladakh,53034,695673
2020,Q2,Punjab,4225481,51289576
2020,Q2,Assam,2550883,39304924
2020,Q2,Jharkhand,4061035,76339276
2020,Q2,Odisha,7258315,154682772
2020,Q2,Bihar,10603767,218435035
2020,Q2,Kerala,4728844,45832953
2020,Q2,Karnataka,18655366,490510075
2020,Q2,Chandigarh,336351,3451250
2020,Q2,Telangana,13378191,367130505
2020,Q2,Himachal Pradesh,1249867,16125580
2020,Q2,West Bengal,13222022,198589332
2020,Q2,Gujarat,11392657,155264359
2020,Q2,Sikkim,119921,1912335
2020,Q2,Nagaland,130205,2119279
2020,Q2,Mizoram,55574,739308
2020,Q2,Chhattisgarh,3401658,68493384
2020,Q2,Jammu & Kashmir,845294,9856653
2020,Q2,Goa,430639,5310126
2020,Q2,Arunachal Pradesh,177534,3387006
2020,Q2,Delhi,8391139,142852253
2020,Q2,Uttarakhand,2148567,31074793
2020,Q3,Puducherry,285173,4222159
2020,Q3,Tamil Nadu,13643451,194683284
2020,Q3,Uttar Pradesh,24838116,450784508
2020,Q3,Madhya Pradesh,12564224,324850994
2020,Q3,Andhra Pradesh,15692405,696300382
2020,Q3,Tripura,376731,5777908
2020,Q3,Lakshadweep,3644,32128
2020,Q3,Manipur,258563,3552375
2020,Q3,Maharashtra,31409513,668197101
2020,Q3,Dadra & Nagar Haveli & Daman & Diu,267946,4421499
2020,Q3,Meghalaya,157741,2384534
2020,Q3,Andaman & Nicobar Islands,41335,515565
2020,Q3,Haryana,8398816,188614769
2020,Q3,Rajasthan,14969412,436682870
2020,Q3,Ladakh,58401,1015680
2020,Q3,Punjab,4694233,58946732
2020,Q3,Assam,2830011,41875278
2020,Q3,Jharkhand,4480027,99318784
2020,Q3,Odisha,7901755,205597666
2020,Q3,Bihar,11763213,266652644
2020,Q3,Kerala,5582300,64309022
2020,Q3,Karnataka,20487550,693683212
2020,Q3,Chandigarh,362588,4888739
2020,Q3,Telangana,14590882,527781925
2020,Q3,Himachal Pradesh,1378634,18411750
2020,Q3,West Bengal,14448366,246554831
2020,Q3,Gujarat,12467847,184402472
2020,Q3,Sikkim,134773,2156470
2020,Q3,Nagaland,173106,2868642
2020,Q3,Mizoram,68315,924865
2020,Q3,Chhattisgarh,3799386,86918606
2020,Q3,Jammu & Kashmir,949819,11443454
2020,Q3,Goa,474962,6129766
2020,Q3,Arunachal Pradesh,206046,4003421
2020,Q3,Delhi,9044174,190025029
2020,Q3,Uttarakhand,2365438,40377348
