year,quarter,state,count,amount
2022,Q3,Manipur,6352742,15381430267.299776
2022,Q3,Maharashtra,1486389417,1947579187374.532
2022,Q3,Dadra & Nagar Haveli & Daman & Diu,6465621,7520647359.499438
2022,Q3,Meghalaya,4359165,9603300797.121542
2022,Q3,Andaman & Nicobar Islands,1584379,3310631772.137388
2022,Q3,Haryana,269361810,428054494578.0213
2022,Q3,Rajasthan,767541360,1238489256318.2175
2022,Q3,Ladakh,1190858,3605199350.373912
2022,Q3,Punjab,84177897,149319443006.3546
2022,Q3,Assam,86113811,161489079054.89807
2022,Q3,Jharkhand,146815332,229412884063.95636
2022,Q3,Odisha,386687326,564545557340.5428
2022,Q3,Bihar,437367385,791446486557.8687
2022,Q3,Kerala,119362904,162260419315.42975
2022,Q3,Karnataka,1189761328,1665918232610.94
2022,Q3,Chandigarh,13478173,20559757737.40586
2022,Q3,Telangana,1628165401,2706325865752.0645
2022,Q3,Himachal Pradesh,25164868,37380782688.54074
2022,Q3,West Bengal,356792388,704749898612.1294
2022,Q3,Gujarat,303239732,497437502209.44305
2022,Q3,Sikkim,2396758,5162880543.891459
2022,Q3,Nagaland,1894113,5364400495.050829
2022,Q3,Mizoram,659038,1946265612.067956
2022,Q3,Chhattisgarh,158252587,220161558081.9853
2022,Q3,Jammu & Kashmir,22534394,40963554502.24847
2022,Q3,Goa,13188687,19574265275.70635
2022,Q3,Arunachal Pradesh,3939418,9025110785.048618
2022,Q3,Delhi,475592161,677612647116.1133
2022,Q3,Uttarakhand,63996519,92641259938.36333
2022,Q2,Puducherry,8643687,13778745255.768896
2022,Q2,Tamil Nadu,354506937,590134727678.3616
2022,Q2,Uttar Pradesh,595298776,1067515182419.9624
2022,Q2,Madhya Pradesh,544899829,867024737328.533
2022,Q2,Andhra Pradesh,671134030,1479853948202.9194
2022,Q2,Tripura,3418664,6878271042.0352955
2022,Q2,Lakshadweep,17569,55929601.98990567
2022,Q2,Manipur,6105632,14922910635.149328
2022,Q2,Maharashtra,1407533113,2006272382175.94
2022,Q2,Dadra & Nagar Haveli & Daman & Diu,5759771,6995159780.810846
2022,Q2,Meghalaya,2044649,5281491421.884784
2022,Q2,Andaman & Nicobar Islands,1071217,2685920350.080267
2022,Q2,Haryana,234699962,395234035249.5022
2022,Q2,Rajasthan,661170150,1152833518600.3425
2022,Q2,Ladakh,1118073,3543318177.9962664
2022,Q2,Punjab,72272823,137345426369.22662
2022,Q2,Assam,76334725,153111042086.78204
2022,Q2,Jharkhand,132925275,225636227828.13763
2022,Q2,Odisha,313451598,510035012340.00885
2022,Q2,Bihar,360145029,754461454966.1152
2022,Q2,Kerala,106365322,154696329549.125
2022,Q2,Karnataka,1277448960,1867146114059.2139
2022,Q2,Chandigarh,10772489,17283500158.371002
2022,Q2,Telangana,1063382557,1951414544517.1062
2022,Q2,Himachal Pradesh,21291371,33709107958.242233
2022,Q2,West Bengal,315742141,648575179584.2422
2022,Q2,Gujarat,252052796,446798000976.83795
2022,Q2,Sikkim,2322081,5611105670.307129
2022,Q2,Nagaland,2031329,5740285349.020275
2022,Q2,Mizoram,643977,2003186567.1089382
2022,Q2,Chhattisgarh,116584048,181181677163.7799
2022,Q2,Jammu & Kashmir,23813747,46254290836.635826
2022,Q2,Goa,14216054,22873037759.520226
2022,Q2,Arunachal Pradesh,3556925,9131665374.225872
2022,Q2,Delhi,410634184,629855650458.2181
2022,Q2,Uttarakhand,58166878,88313371025.334
2022,Q4,Puducherry,7556127,11142204877.174492
2022,Q4,Tamil Nadu,436316636,675689667591.437
2022,Q4,Uttar Pradesh,836369071,1376378802069.4858
2022,Q4,Madhya Pradesh,898828268,1302999857548.291
2022,Q4,Andhra Pradesh,690017077,1424725083041.687
2022,Q4,Tripura,5198190,10452971818.154081
2022,Q4,Lakshadweep,17147,54813873.614936255
2022,Q4,Manipur,6428670,15625956698.341496
2022,Q4,Maharashtra,1688775272,2210470839617.1724
2022,Q4,Dadra & Nagar Haveli & Daman & Diu,7189585,8059640746.081128
2022,Q4,Meghalaya,3932448,8996541156.34871
2022,Q4,Andaman & Nicobar Islands,1987535,3984674404.428784
2022,Q4,Haryana,296648365,490490659880.10236
2022,Q4,Rajasthan,865574848,1456956699398.6523
2022,Q4,Ladakh,1083372,2894477572.6789374
2022,Q4,Punjab,91835180,168107427177.94028
2022,Q4,Assam,103981267,192653519187.54803
2022,Q4,Jharkhand,175300092,277971737448.5812
2022,Q4,Odisha,445714743,652217064523.9851
2022,Q4,Bihar,517084649,936012149674.8281
2022,Q4,Kerala,132960468,173559808599.71005
2022,Q4,Karnataka,1378910371,1904516622907.6313
2022,Q4,Chandigarh,17904840,27879754566.939415
2022,Q4,Telangana,1819506832,2978252562916.1367
2022,Q4,Himachal Pradesh,28555136,41779343232.37363
2022,Q4,West Bengal,405847597,787775633607.248
2022,Q4,Gujarat,341156018,567918305336.5343
2022,Q4,Sikkim,3058339,6458385389.419817
2022,Q4,Nagaland,2476205,6969966384.314047
2022,Q4,Mizoram,693774,2037911085.2630136
2022,Q4,Chhattisgarh,177960446,252519180810.47455
2022,Q4,Jammu & Kashmir,27316158,44315295915.49408
2022,Q4,Goa,17192674,24924986371.339146
2022,Q4,Arunachal Pradesh,4632709,9684909697.502243
2022,Q4,Delhi,515203457,744915016018.5759
2022,Q4,Uttarakhand,77983880,115496046831.35889
2019,Q1,Puducherry,501092,906473024.3065231
2019,Q1,Tamil Nadu,32275045,56204036816.128555
2019,Q1,Uttar Pradesh,57324504,76524180134.0167
2019,Q1,Madhya Pradesh,37301049,48070279522.04201
2019,Q1,Andhra Pradesh,57264522,83760595917.0792
2019,Q1,Tripura,580926,756894941.6158216
2019,Q1,Lakshadweep,2481,8786130.479338994
2019,Q1,Manipur,265409,659898060.4240801
2019,Q1,Maharashtra,75079069,111420690920.33997
2019,Q1,Dadra & Nagar Haveli & Daman & Diu,661814,843369776.0499002
2019,Q1,Meghalaya,208741,399037162.15343595
2019,Q1,Andaman & Nicobar Islands,30486,102299740.67348987
2019,Q1,Haryana,22135775,34051655721.631077
2019,Q1,Rajasthan,43956040,61141158575.55252
2019,Q1,Ladakh,46145,152859920.9491272
2019,Q1,Punjab,7172137,13574490001.853222
2019,Q1,Assam,4533005,8002099536.451059
2019,Q1,Jharkhand,9387708,13627236449.278034
2019,Q1,Odisha,34031942,35427127930.698456
2019,Q1,Bihar,26356234,41502827514.52612
2019,Q1,Kerala,6469039,10235031134.849785
2019,Q1,Karnataka,86587609,117976382145.74966
