year,quarter,state,count,amount
2021,Q2,Puducherry,526,508277.0
2021,Q2,Tamil Nadu,17682,16444344.0
2021,Q2,Uttar Pradesh,25952,25137571.0
2021,Q2,Madhya Pradesh,14803,9787391.0
2021,Q2,Andhra Pradesh,33205,22730687.0
2021,Q2,Tripura,381,409934.0
2021,Q2,Lakshadweep,5,6962.0
2021,Q2,Manipur,127,81332.0
2021,Q2,Maharashtra,70381,46763103.0
2021,Q2,Dadra & Nagar Haveli & Daman & Diu,368,275638.0
2021,Q2,Meghalaya,139,148434.0
2021,Q2,Andaman & Nicobar Islands,137,181504.0
2021,Q2,Haryana,12516,11272453.0
2021,Q2,Rajasthan,18281,14357445.0
2021,Q2,Ladakh,46,86251.0
2021,Q2,Punjab,4047,3768919.0
2021,Q2,Assam,3265,3008122.0
2021,Q2,Jharkhand,5180,5084230.0
2021,Q2,Odisha,7942,5832924.0
2021,Q2,Bihar,14301,13301581.0
2021,Q2,Kerala,9530,9676588.0
2021,Q2,Karnataka,40969,39501006.0
2021,Q2,Chandigarh,378,310943.0
2021,Q2,Telangana,28870,20935651.0
2021,Q2,Himachal Pradesh,1210,1402338.0
2021,Q2,West Bengal,15200,12396029.0
2021,Q2,Gujarat,14676,10263998.0
2021,Q2,Sikkim,93,122064.0
2021,Q2,Nagaland,85,139479.0
2021,Q2,Mizoram,187,124805.0
2021,Q2,Chhattisgarh,5055,3813417.0
2021,Q2,Jammu & Kashmir,1197,1832089.0
2021,Q2,Goa,1016,1028339.0
2021,Q2,Arunachal Pradesh,204,224928.0
2021,Q2,Delhi,13292,10840929.0
2021,Q2,Uttarakhand,2742,3265717.0
2021,Q4,Puducherry,786,946607.0
2021,Q4,Tamil Nadu,33037,42184290.0
2021,Q4,Uttar Pradesh,44132,59654951.0
2021,Q4,Madhya Pradesh,15069,17524432.0
2021,Q4,Andhra Pradesh,25423,31610335.0
2021,Q4,Tripura,702,1022508.0
2021,Q4,Lakshadweep,11,17096.0
2021,Q4,Manipur,145,271789.0
2021,Q4,Maharashtra,82423,93262227.0
2021,Q4,Dadra & Nagar Haveli & Daman & Diu,421,425384.0
2021,Q4,Meghalaya,263,451612.0
2021,Q4,Andaman & Nicobar Islands,757,1056380.0
2021,Q4,Haryana,19489,25885838.0
2021,Q4,Rajasthan,19375,24455262.0
2021,Q4,Ladakh,76,195966.0
2021,Q4,Punjab,6638,9912828.0
2021,Q4,Assam,8622,13962068.0
2021,Q4,Jharkhand,8465,11190423.0
2021,Q4,Odisha,9093,10941626.0
2021,Q4,Bihar,22456,27313813.0
2021,Q4,Kerala,19199,31260319.0
2021,Q4,Karnataka,74436,90723288.0
2021,Q4,Chandigarh,710,835813.0
2021,Q4,Telangana,34848,38845492.0
2021,Q4,Himachal Pradesh,2474,4667661.0
2021,Q4,West Bengal,26320,31282871.0
2021,Q4,Gujarat,19142,23282921.0
2021,Q4,Sikkim,195,503532.0
2021,Q4,Nagaland,183,341424.0
2021,Q4,Mizoram,100,175847.0
2021,Q4,Chhattisgarh,6029,8229039.0
2021,Q4,Jammu & Kashmir,3113,5223317.0
2021,Q4,Goa,2087,2737316.0
2021,Q4,Arunachal Pradesh,320,598459.0
2021,Q4,Delhi,34251,36578331.0
2021,Q4,Uttarakhand,5529,7849020.0
