year,quarter,state,district,registeredusers,appopens
2019,Q3,Arunachal Pradesh,Tirap,3099,49222
2019,Q3,Arunachal Pradesh,Papum Pare,38845,582435
2019,Q3,Arunachal Pradesh,Anjaw,1358,19509
2019,Q3,Arunachal Pradesh,Lower Siang,1689,25736
2019,Q3,Arunachal Pradesh,Dibang Valley,271,1436
2019,Q3,Arunachal Pradesh,West Kameng,11186,260068
2019,Q3,Arunachal Pradesh,Shi Yomi,239,158
2019,Q3,Arunachal Pradesh,East Kameng,1304,19974
2019,Q3,Arunachal Pradesh,Lohit,6421,112322
2019,Q3,Arunachal Pradesh,Lepa Rada,1064,13695
2019,Q3,Arunachal Pradesh,Lower Dibang Valley,3398,43057
2019,Q3,Arunachal Pradesh,Longding,1634,46571
2019,Q3,Arunachal Pradesh,West Siang,4101,64241
2019,Q3,Arunachal Pradesh,Kamle,258,3686
2019,Q3,Arunachal Pradesh,Upper Siang,1486,8960
2019,Q3,Arunachal Pradesh,Kurung Kumey,572,8396
2019,Q3,Arunachal Pradesh,Siang,948,13437
2019,Q3,Arunachal Pradesh,Kra Daadi,524,11363
2019,Q3,Arunachal Pradesh,Changlang,8145,139098
2019,Q3,Arunachal Pradesh,Pakke Kessang,244,5099
2019,Q3,Arunachal Pradesh,East Siang,8571,118071
2019,Q3,Arunachal Pradesh,Upper Subansiri,2748,35114
2019,Q3,Arunachal Pradesh,Tawang,6553,114907
2019,Q3,Arunachal Pradesh,Namsai,4563,72268
2018,Q3,Arunachal Pradesh,Lower Subansiri,1033,0
2018,Q3,Arunachal Pradesh,Tirap,1226,0
2018,Q3,Arunachal Pradesh,Papum Pare,16009,0
2018,Q3,Arunachal Pradesh,Anjaw,542,0
2018,Q3,Arunachal Pradesh,Lower Siang,717,0
2018,Q3,Arunachal Pradesh,Dibang Valley,145,0
2018,Q3,Arunachal Pradesh,West Kameng,4765,0
2018,Q3,Arunachal Pradesh,Shi Yomi,118,0
2018,Q3,Arunachal Pradesh,East Kameng,521,0
2018,Q3,Arunachal Pradesh,Lohit,2612,0
2018,Q3,Arunachal Pradesh,Lepa Rada,431,0
2018,Q3,Arunachal Pradesh,Lower Dibang Valley,1286,0
2018,Q3,Arunachal Pradesh,Longding,644,0
2018,Q3,Arunachal Pradesh,West Siang,1652,0
2018,Q3,Arunachal Pradesh,Kamle,65,0
2018,Q3,Arunachal Pradesh,Upper Siang,646,0
2018,Q3,Arunachal Pradesh,Kurung Kumey,222,0
2018,Q3,Arunachal Pradesh,Siang,373,0
2018,Q3,Arunachal Pradesh,Kra Daadi,190,0
2018,Q3,Arunachal Pradesh,Changlang,2889,0
2018,Q3,Arunachal Pradesh,Pakke Kessang,103,0
2018,Q3,Arunachal Pradesh,East Siang,3590,0
2018,Q3,Arunachal Pradesh,Upper Subansiri,1169,0
2018,Q3,Arunachal Pradesh,Tawang,3112,0
2018,Q3,Arunachal Pradesh,Namsai,1862,0
2018,Q1,Arunachal Pradesh,Lower Subansiri,498,0
2018,Q1,Arunachal Pradesh,Tirap,557,0
2018,Q1,Arunachal Pradesh,Papum Pare,7649,0
2018,Q1,Arunachal Pradesh,Anjaw,278,0
2018,Q1,Arunachal Pradesh,Lower Siang,270,0
2018,Q1,Arunachal Pradesh,Dibang Valley,66,0
2018,Q1,Arunachal Pradesh,West Kameng,2202,0
2018,Q1,Arunachal Pradesh,Shi Yomi,49,0
2018,Q1,Arunachal Pradesh,East Kameng,222,0
2018,Q1,Arunachal Pradesh,Lohit,1207,0
2018,Q1,Arunachal Pradesh,Lepa Rada,210,0
2018,Q1,Arunachal Pradesh,Lower Dibang Valley,601,0
2018,Q1,Arunachal Pradesh,Longding,256,0
2018,Q1,Arunachal Pradesh,West Siang,846,0
2018,Q1,Arunachal Pradesh,Kamle,22,0
2018,Q1,Arunachal Pradesh,Upper Siang,301,0
2018,Q1,Arunachal Pradesh,Kurung Kumey,97,0
2018,Q1,Arunachal Pradesh,Siang,192,0
2018,Q1,Arunachal Pradesh,Kra Daadi,88,0
2018,Q1,Arunachal Pradesh,Changlang,1208,0
2018,Q1,Arunachal Pradesh,Pakke Kessang,39,0
2018,Q1,Arunachal Pradesh,East Siang,1803,0
2018,Q1,Arunachal Pradesh,Upper Subansiri,572,0
2018,Q1,Arunachal Pradesh,Tawang,1525,0
2018,Q1,Arunachal Pradesh,Namsai,737,0
2018,Q2,Arunachal Pradesh,Lower Subansiri,724,0
2018,Q2,Arunachal Pradesh,Tirap,856,0
2018,Q2,Arunachal Pradesh,Papum Pare,11418,0
2018,Q2,Arunachal Pradesh,Anjaw,410,0
2018,Q2,Arunachal Pradesh,Lower Siang,494,0
2018,Q2,Arunachal Pradesh,Dibang Valley,112,0
2018,Q2,Arunachal Pradesh,West Kameng,3442,0
2018,Q2,Arunachal Pradesh,Shi Yomi,80,0
2018,Q2,Arunachal Pradesh,East Kameng,343,0
2018,Q2,Arunachal Pradesh,Lohit,1898,0
2018,Q2,Arunachal Pradesh,Lepa Rada,318,0
2018,Q2,Arunachal Pradesh,Lower Dibang Valley,893,0
2018,Q2,Arunachal Pradesh,Longding,412,0
2018,Q2,Arunachal Pradesh,West Siang,1224,0
2018,Q2,Arunachal Pradesh,Kamle,37,0
2018,Q2,Arunachal Pradesh,Upper Siang,481,0
2018,Q2,Arunachal Pradesh,Kurung Kumey,153,0
2018,Q2,Arunachal Pradesh,Siang,293,0
2018,Q2,Arunachal Pradesh,Kra Daadi,144,0
2018,Q2,Arunachal Pradesh,Changlang,2014,0
2018,Q2,Arunachal Pradesh,Pakke Kessang,66,0
2018,Q2,Arunachal Pradesh,East Siang,2646,0
2018,Q2,Arunachal Pradesh,Upper Subansiri,883,0
2018,Q2,Arunachal Pradesh,Tawang,2266,0
2018,Q2,Arunachal Pradesh,Namsai,1276,0
2018,Q4,Arunachal Pradesh,Lower Subansiri,1459,0
2018,Q4,Arunachal Pradesh,Tirap,1684,0
2018,Q4,Arunachal Pradesh,Papum Pare,21342,0
2018,Q4,Arunachal Pradesh,Anjaw,744,0
2018,Q4,Arunachal Pradesh,Lower Siang,936,0
2018,Q4,Arunachal Pradesh,Dibang Valley,178,0
2018,Q4,Arunachal Pradesh,West Kameng,6492,0
2018,Q4,Arunachal Pradesh,Shi Yomi,144,0
2018,Q4,Arunachal Pradesh,East Kameng,691,0
2018,Q4,Arunachal Pradesh,Lohit,3588,0
2018,Q4,Arunachal Pradesh,Lepa Rada,548,0
2018,Q4,Arunachal Pradesh,Lower Dibang Valley,1827,0
2018,Q4,Arunachal Pradesh,Longding,923,0
2018,Q4,Arunachal Pradesh,West Siang,2117,0
2018,Q4,Arunachal Pradesh,Kamle,109,0
2018,Q4,Arunachal Pradesh,Upper Siang,868,0
2018,Q4,Arunachal Pradesh,Kurung Kumey,321,0
2018,Q4,Arunachal Pradesh,Siang,483,0
2018,Q4,Arunachal Pradesh,Kra Daadi,255,0
2018,Q4,Arunachal Pradesh,Changlang,4036,0
2018,Q4,Arunachal Pradesh,Pakke Kessang,138,0
2018,Q4,Arunachal Pradesh,East Siang,4813,0
2018,Q4,Arunachal Pradesh,Upper Subansiri,1576,0
2018,Q4,Arunachal Pradesh,Tawang,4085,0
2018,Q4,Arunachal Pradesh,Namsai,2495,0
2024,Q2,Delhi,South,1395197,8730038
2024,Q2,Delhi,Central,1956609,11673876
2024,Q2,Delhi,New Delhi,1940666,9786463
2024,Q2,Delhi,West,2945032,14222332
2024,Q2,Delhi,South West,1599704,7646333
2024,Q2,Delhi,South East Delhi,2378417,12685073
2024,Q2,Delhi,Shahdara,1212695,5106495
2024,Q2,Delhi,North East,1096309,4996697
2024,Q2,Delhi,East,1471663,7182204
2024,Q2,Delhi,North West,2085373,8800221
2024,Q2,Delhi,North,1707431,8926727
2024,Q3,Delhi,South East,2262427,14700080
2024,Q3,Delhi,South,1307337,10806190
2024,Q3,Delhi,Central,1990109,12661436
2024,Q3,Delhi,New Delhi,1633520,10895135
2024,Q3,Delhi,West,2715492,15900806
2024,Q3,Delhi,South West,1419174,8801048
2024,Q3,Delhi,Shahdara,1189211,5553878
2024,Q3,Delhi,North East,1077520,5406085
2024,Q3,Delhi,East,1256144,7745615
2024,Q3,Delhi,North West,1907401,9623779
2024,Q3,Delhi,North,1686282,9586773
2024,Q1,Delhi,South,1345231,7099061
2024,Q1,Delhi,Central,1884700,9854622
2024,Q1,Delhi,New Delhi,1871468,8014093
2024,Q1,Delhi,West,2837958,11415594
2024,Q1,Delhi,South West,1541622,6256241
2024,Q1,Delhi,South East Delhi,2291746,10307766
2024,Q1,Delhi,Shahdara,1167913,4068339
2024,Q1,Delhi,North East,1054875,4076322
2024,Q1,Delhi,East,1418866,5605313
2024,Q1,Delhi,North West,2008098,6998272
2024,Q1,Delhi,North,1644670,6607318
2024,Q4,Delhi,South East,2320701,110909791
2024,Q4,Delhi,South,1340531,59225653
2024,Q4,Delhi,Central,2040406,109476985
2024,Q4,Delhi,New Delhi,1676758,74170415
2024,Q4,Delhi,West,2781222,138323563
2024,Q4,Delhi,South West,1452225,67178206
2024,Q4,Delhi,Shahdara,1217468,66103068
2024,Q4,Delhi,North East,1105024,58794760
2024,Q4,Delhi,East,1285131,71253749
2024,Q4,Delhi,North West,1953572,102324519
2024,Q4,Delhi,North,1727450,94795783
2022,Q2,Delhi,South,1013938,4587356
2022,Q2,Delhi,Central,1409776,5948542
2022,Q2,Delhi,New Delhi,1406687,5625084
2022,Q2,Delhi,West,2124626,7350241
2022,Q2,Delhi,South West,1155288,4151379
2022,Q2,Delhi,South East Delhi,1714507,6702101
2022,Q2,Delhi,Shahdara,870461,2605709
2022,Q2,Delhi,North East,779621,2614033
2022,Q2,Delhi,East,1066632,3524812
2022,Q2,Delhi,North West,1496002,4758442
2022,Q2,Delhi,North,1222605,4685381
2022,Q3,Delhi,South,1065631,4638847
2022,Q3,Delhi,Central,1483786,5742476
2022,Q3,Delhi,New Delhi,1479669,5253294
2022,Q3,Delhi,West,2235907,6992655
2022,Q3,Delhi,South West,1215697,3934907
2022,Q3,Delhi,South East Delhi,1804123,6340232
2022,Q3,Delhi,Shahdara,917096,2440841
2022,Q3,Delhi,North East,822038,2460332
2022,Q3,Delhi,East,1121596,3393992
2022,Q3,Delhi,North West,1575473,4399466
2022,Q3,Delhi,North,1288507,4322456
2022,Q4,Delhi,South,1117981,30173803
2022,Q4,Delhi,Central,1558400,47227767
2022,Q4,Delhi,New Delhi,1552874,49393657
2022,Q4,Delhi,West,2348063,52947462
2022,Q4,Delhi,South West,1275864,29437122
2022,Q4,Delhi,South East Delhi,1894776,53203998
2022,Q4,Delhi,Shahdara,963656,21436265
2022,Q4,Delhi,North East,864990,20440755
2022,Q4,Delhi,East,1177294,25719895
2022,Q4,Delhi,North West,1655730,36305502
2022,Q4,Delhi,North,1354521,35578523
2022,Q1,Delhi,South,963775,4684890
2022,Q1,Delhi,Central,1338465,6409314
2022,Q1,Delhi,New Delhi,1336911,6165616
2022,Q1,Delhi,West,2017435,8118532
2022,Q1,Delhi,South West,1097016,4590648
2022,Q1,Delhi,South East Delhi,1628157,7357594
2022,Q1,Delhi,Shahdara,826148,2924454
2022,Q1,Delhi,North East,739301,3042375
2022,Q1,Delhi,East,1013024,3852805
2022,Q1,Delhi,North West,1419688,5396333
2022,Q1,Delhi,North,1159277,4981592
2023,Q4,Delhi,South,1296849,48985333
2023,Q4,Delhi,Central,1815323,79824178
2023,Q4,Delhi,New Delhi,1803952,62948469
2023,Q4,Delhi,West,2732926,105964542
2023,Q4,Delhi,South West,1484762,49945667
2023,Q4,Delhi,South East Delhi,2207076,82307831
2023,Q4,Delhi,Shahdara,1124343,53424787
2023,Q4,Delhi,North East,1014509,46191065
2023,Q4,Delhi,East,1367614,50879134
2023,Q4,Delhi,North West,1933267,83288102
2023,Q4,Delhi,North,1583005,75047516
2023,Q3,Delhi,South,1254751,4550171
2023,Q3,Delhi,Central,1754227,5783803
2023,Q3,Delhi,New Delhi,1744588,4834414
2023,Q3,Delhi,West,2641529,7154042
2023,Q3,Delhi,South West,1435544,3830749
2023,Q3,Delhi,South East Delhi,2133173,6244678
2023,Q3,Delhi,Shahdara,1086372,2419223
2023,Q3,Delhi,North East,978886,2598489
2023,Q3,Delhi,East,1322844,3448939
2023,Q3,Delhi,North West,1866671,4522240
2023,Q3,Delhi,North,1528582,4206541
2023,Q2,Delhi,South,1209741,4722227
2023,Q2,Delhi,Central,1690547,6131587
2023,Q2,Delhi,New Delhi,1682305,5181082
2023,Q2,Delhi,West,2546575,7256938
2023,Q2,Delhi,South West,1383364,3822184
2023,Q2,Delhi,South East Delhi,2055408,6504770
2023,Q2,Delhi,Shahdara,1046614,2559895
2023,Q2,Delhi,North East,942089,2658909
2023,Q2,Delhi,East,1275831,3522796
2023,Q2,Delhi,North West,1798636,4612879
2023,Q2,Delhi,North,1471979,4441772
2023,Q1,Delhi,South,1167338,4668358
2023,Q1,Delhi,Central,1629248,6215071
2023,Q1,Delhi,New Delhi,1622600,5117085
2023,Q1,Delhi,West,2453869,7209475
2023,Q1,Delhi,South West,1333347,3788785
2023,Q1,Delhi,South East Delhi,1980915,6467886
2023,Q1,Delhi,Shahdara,1007880,2584431
2023,Q1,Delhi,North East,906036,2613986
2023,Q1,Delhi,East,1230290,3461144
2023,Q1,Delhi,North West,1731494,4475947
2023,Q1,Delhi,North,1416994,4447621
2021,Q3,Delhi,South,855177,16742627
2021,Q3,Delhi,Central,1184217,24898251
2021,Q3,Delhi,New Delhi,1185588,24104453
2021,Q3,Delhi,West,1785309,31060472
2021,Q3,Delhi,South West,971552,18051807
2021,Q3,Delhi,South East Delhi,1441462,29182451
2021,Q3,Delhi,Shahdara,730209,11815518
2021,Q3,Delhi,North East,651695,11448245
2021,Q3,Delhi,East,898137,16541558
2021,Q3,Delhi,North West,1254464,21044731
2021,Q3,Delhi,North,1022251,18954263
2021,Q4,Delhi,South,911399,25318053
2021,Q4,Delhi,Central,1263911,39285773
2021,Q4,Delhi,New Delhi,1263818,40877291
2021,Q4,Delhi,West,1905278,45912758
2021,Q4,Delhi,South West,1036466,26351151
2021,Q4,Delhi,South East Delhi,1537814,45953793
2021,Q4,Delhi,Shahdara,779798,18226720
2021,Q4,Delhi,North East,696743,18668707
2021,Q4,Delhi,East,957392,23373406
2021,Q4,Delhi,North West,1339480,32390512
2021,Q4,Delhi,North,1093028,29311189
2021,Q1,Delhi,South,749173,20969765
2021,Q1,Delhi,Central,1035060,31035635
2021,Q1,Delhi,New Delhi,1039016,31041137
2021,Q1,Delhi,West,1559112,38915888
2021,Q1,Delhi,South West,849223,22664421
2021,Q1,Delhi,South East Delhi,1260645,37073920
2021,Q1,Delhi,Shahdara,636908,14514305
2021,Q1,Delhi,North East,567107,13760602
2021,Q1,Delhi,East,786308,21924687
2021,Q1,Delhi,North West,1094464,26122744
2021,Q1,Delhi,North,890194,23178496
2021,Q2,Delhi,South,799590,12452858
2021,Q2,Delhi,Central,1105640,16081193
2021,Q2,Delhi,New Delhi,1108471,16849531
2021,Q2,Delhi,West,1666267,23164797
2021,Q2,Delhi,South West,906878,14495551
2021,Q2,Delhi,South East Delhi,1346063,20866055
2021,Q2,Delhi,Shahdara,681073,8634338
2021,Q2,Delhi,North East,607021,9159772
2021,Q2,Delhi,East,839185,12706259
2021,Q2,Delhi,North West,1170137,16390828
2021,Q2,Delhi,North,952374,14196592
2020,Q4,Delhi,South,699303,17854518
2020,Q4,Delhi,Central,962750,25639012
2020,Q4,Delhi,New Delhi,971715,26150844
2020,Q4,Delhi,West,1451042,34210894
2020,Q4,Delhi,South West,792331,20471250
2020,Q4,Delhi,South East Delhi,1174221,31579571
2020,Q4,Delhi,Shahdara,591192,12836928
2020,Q4,Delhi,North East,525117,12410314
2020,Q4,Delhi,East,734091,19059130
2020,Q4,Delhi,North West,1019187,23345284
2020,Q4,Delhi,North,827019,19876007
2020,Q3,Delhi,South,651616,13811149
2020,Q3,Delhi,Central,888536,17811726
2020,Q3,Delhi,New Delhi,912051,19755770
2020,Q3,Delhi,West,1343895,27128183
2020,Q3,Delhi,South West,739034,16937109
2020,Q3,Delhi,South East Delhi,1088989,23898063
2020,Q3,Delhi,Shahdara,543831,10118652
2020,Q3,Delhi,North East,479924,10076533
2020,Q3,Delhi,East,685955,15039504
2020,Q3,Delhi,North West,946954,19440720
2020,Q3,Delhi,North,763389,16007620
2020,Q1,Delhi,South,570329,14596406
2020,Q1,Delhi,Central,765149,20077306
2020,Q1,Delhi,New Delhi,810489,19988931
2020,Q1,Delhi,West,1160353,23777985
2020,Q1,Delhi,South West,644981,13628530
2020,Q1,Delhi,South East Delhi,947535,23452400
2020,Q1,Delhi,Shahdara,460186,8525491
2020,Q1,Delhi,North East,399504,7741484
2020,Q1,Delhi,East,604768,15229722
2020,Q1,Delhi,North West,814249,16316454
2020,Q1,Delhi,North,648654,14929277
2020,Q2,Delhi,South,608062,10923789
2020,Q2,Delhi,Central,821609,12170177
2020,Q2,Delhi,New Delhi,858515,13813232
2020,Q2,Delhi,West,1243875,19803207
2020,Q2,Delhi,South West,688199,13239503
2020,Q2,Delhi,South East Delhi,1011931,17824740
2020,Q2,Delhi,Shahdara,498710,7264987
2020,Q2,Delhi,North East,437601,8199505
2020,Q2,Delhi,East,641233,12112696
2020,Q2,Delhi,North West,877218,15252379
2020,Q2,Delhi,North,704186,12248038
2019,Q4,Delhi,South,533716,14624629
2019,Q4,Delhi,Central,711015,19757936
2019,Q4,Delhi,New Delhi,757888,19347259
2019,Q4,Delhi,West,1081496,22958268
2019,Q4,Delhi,South West,605482,12908740
2019,Q4,Delhi,South East Delhi,883080,22762701
2019,Q4,Delhi,Shahdara,425305,8243112
2019,Q4,Delhi,North East,366088,7378000
2019,Q4,Delhi,East,568283,15006362
2019,Q4,Delhi,North West,758620,15608488
2019,Q4,Delhi,North,598910,14087176
2019,Q3,Delhi,South,498200,13735093
2019,Q3,Delhi,Central,658985,18110411
2019,Q3,Delhi,New Delhi,705546,17907707
2019,Q3,Delhi,West,1008836,22146744
2019,Q3,Delhi,South West,567496,12320743
2019,Q3,Delhi,South East Delhi,821304,21257734
2019,Q3,Delhi,Shahdara,391827,7812781
2019,Q3,Delhi,North East,334361,6815269
2019,Q3,Delhi,East,532254,14414183
2019,Q3,Delhi,North West,709448,15312330
2019,Q3,Delhi,North,554029,13548032
2019,Q1,Delhi,South,407519,0
2019,Q1,Delhi,Central,529918,0
2019,Q1,Delhi,New Delhi,558516,0
2019,Q1,Delhi,West,820526,0
2019,Q1,Delhi,South West,467571,0
2019,Q1,Delhi,South East Delhi,671667,0
2019,Q1,Delhi,Shahdara,310351,0
2019,Q1,Delhi,North East,262131,0
2019,Q1,Delhi,East,439639,0
2019,Q1,Delhi,North West,583438,0
2019,Q1,Delhi,North,447987,0
2019,Q2,Delhi,South,453829,3600582
2019,Q2,Delhi,Central,596940,4621588
2019,Q2,Delhi,New Delhi,637526,4770362
2019,Q2,Delhi,West,919096,6019764
2019,Q2,Delhi,South West,519422,3366911
2019,Q2,Delhi,South East Delhi,749218,5600479
2019,Q2,Delhi,Shahdara,352312,2162335
2019,Q2,Delhi,North East,298037,1839705
2019,Q2,Delhi,East,487121,3859544
2019,Q2,Delhi,North West,649377,4251847
2019,Q2,Delhi,North,502570,3638453
2018,Q1,Delhi,South,156706,0
2018,Q1,Delhi,Central,202723,0
2018,Q1,Delhi,New Delhi,212008,0
2018,Q1,Delhi,West,308558,0
2018,Q1,Delhi,South West,179197,0
2018,Q1,Delhi,South East Delhi,251213,0
2018,Q1,Delhi,Shahdara,114549,0
2018,Q1,Delhi,North East,95472,0
2018,Q1,Delhi,East,169295,0
2018,Q1,Delhi,North West,223679,0
2018,Q1,Delhi,North,173622,0
2018,Q2,Delhi,South,206935,0
2018,Q2,Delhi,Central,267154,0
2018,Q2,Delhi,New Delhi,282319,0
2018,Q2,Delhi,West,406877,0
2018,Q2,Delhi,South West,236789,0
2018,Q2,Delhi,South East Delhi,333350,0
2018,Q2,Delhi,Shahdara,152113,0
2018,Q2,Delhi,North East,127159,0
2018,Q2,Delhi,East,221449,0
2018,Q2,Delhi,North West,294038,0
2018,Q2,Delhi,North,227958,0
2018,Q4,Delhi,South,344311,0
2018,Q4,Delhi,Central,446787,0
2018,Q4,Delhi,New Delhi,470991,0
2018,Q4,Delhi,West,686653,0
2018,Q4,Delhi,South West,393208,0
2018,Q4,Delhi,South East Delhi,564640,0
2018,Q4,Delhi,Shahdara,257785,0
2018,Q4,Delhi,North East,216694,0
2018,Q4,Delhi,East,373139,0
2018,Q4,Delhi,North West,496928,0
2018,Q4,Delhi,North,379177,0
2018,Q3,Delhi,South,264628,0
2018,Q3,Delhi,Central,340549,0
2018,Q3,Delhi,New Delhi,363140,0
2018,Q3,Delhi,West,515854,0
2018,Q3,Delhi,South West,297663,0
2018,Q3,Delhi,South East Delhi,423177,0
2018,Q3,Delhi,Shahdara,192430,0
2018,Q3,Delhi,North East,159566,0
2018,Q3,Delhi,East,280847,0
2018,Q3,Delhi,North West,376806,0
2018,Q3,Delhi,North,290251,0
2023,Q4,Dadra & Nagar Haveli & Daman & Diu,Diu,20497,1294301
2023,Q4,Dadra & Nagar Haveli & Daman & Diu,Daman,215319,13129081
2023,Q4,Dadra & Nagar Haveli & Daman & Diu,Dadra And Nagar Haveli,354944,22155996
2023,Q1,Dadra & Nagar Haveli & Daman & Diu,Diu,18234,246909
2023,Q1,Dadra & Nagar Haveli & Daman & Diu,Daman,191432,522235
2023,Q1,Dadra & Nagar Haveli & Daman & Diu,Dadra And Nagar Haveli,314951,3702140
2023,Q3,Dadra & Nagar Haveli & Daman & Diu,Diu,19752,177551
2023,Q3,Dadra & Nagar Haveli & Daman & Diu,Daman,207437,357209
2023,Q3,Dadra & Nagar Haveli & Daman & Diu,Dadra And Nagar Haveli,341846,3914753
2023,Q2,Dadra & Nagar Haveli & Daman & Diu,Diu,18972,160624
2023,Q2,Dadra & Nagar Haveli & Daman & Diu,Daman,199267,555514
2023,Q2,Dadra & Nagar Haveli & Daman & Diu,Dadra And Nagar Haveli,328125,3369887
2021,Q4,Dadra & Nagar Haveli & Daman & Diu,Diu,14047,295151
2021,Q4,Dadra & Nagar Haveli & Daman & Diu,Daman,145806,5114006
2021,Q4,Dadra & Nagar Haveli & Daman & Diu,Dadra And Nagar Haveli,239110,9600298
2021,Q3,Dadra & Nagar Haveli & Daman & Diu,Diu,13167,181641
2021,Q3,Dadra & Nagar Haveli & Daman & Diu,Daman,135976,2278101
2021,Q3,Dadra & Nagar Haveli & Daman & Diu,Dadra And Nagar Haveli,222731,4702992
2021,Q1,Dadra & Nagar Haveli & Daman & Diu,Diu,11406,156639
2021,Q1,Dadra & Nagar Haveli & Daman & Diu,Daman,117728,2573284
2021,Q1,Dadra & Nagar Haveli & Daman & Diu,Dadra And Nagar Haveli,192262,4572539
2021,Q2,Dadra & Nagar Haveli & Daman & Diu,Diu,12220,117626
2021,Q2,Dadra & Nagar Haveli & Daman & Diu,Daman,126258,1622978
2021,Q2,Dadra & Nagar Haveli & Daman & Diu,Dadra And Nagar Haveli,206516,3322379
2024,Q1,Dadra & Nagar Haveli & Daman & Diu,Diu,21329,52856
2024,Q1,Dadra & Nagar Haveli & Daman & Diu,Daman,224463,443492
2024,Q1,Dadra & Nagar Haveli & Daman & Diu,Dadra And Nagar Haveli,370071,5470752
2024,Q2,Dadra & Nagar Haveli & Daman & Diu,Diu,22210,61929
2024,Q2,Dadra & Nagar Haveli & Daman & Diu,Daman,233446,537882
2024,Q2,Dadra & Nagar Haveli & Daman & Diu,Dadra And Nagar Haveli,385068,6889808
2024,Q4,Dadra & Nagar Haveli & Daman & Diu,Diu,22066,1462795
2024,Q4,Dadra & Nagar Haveli & Daman & Diu,Daman,231834,13904020
2024,Q4,Dadra & Nagar Haveli & Daman & Diu,Dadra And Nagar Haveli,390650,26580899
2024,Q3,Dadra & Nagar Haveli & Daman & Diu,Diu,21317,289560
2024,Q3,Dadra & Nagar Haveli & Daman & Diu,Daman,225491,540461
2024,Q3,Dadra & Nagar Haveli & Daman & Diu,Dadra And Nagar Haveli,381007,4599278
2022,Q1,Dadra & Nagar Haveli & Daman & Diu,Diu,14964,143766
2022,Q1,Dadra & Nagar Haveli & Daman & Diu,Daman,155029,799218
2022,Q1,Dadra & Nagar Haveli & Daman & Diu,Dadra And Nagar Haveli,254577,2967808
2022,Q3,Dadra & Nagar Haveli & Daman & Diu,Diu,16665,180045
2022,Q3,Dadra & Nagar Haveli & Daman & Diu,Daman,173219,567477
2022,Q3,Dadra & Nagar Haveli & Daman & Diu,Dadra And Nagar Haveli,284923,3090359
2022,Q4,Dadra & Nagar Haveli & Daman & Diu,Diu,17427,445207
2022,Q4,Dadra & Nagar Haveli & Daman & Diu,Daman,182481,7951596
2022,Q4,Dadra & Nagar Haveli & Daman & Diu,Dadra And Nagar Haveli,300217,15669967
2022,Q2,Dadra & Nagar Haveli & Daman & Diu,Diu,15811,229397
2022,Q2,Dadra & Nagar Haveli & Daman & Diu,Daman,163861,633374
2022,Q2,Dadra & Nagar Haveli & Daman & Diu,Dadra And Nagar Haveli,269344,3023521
2020,Q1,Dadra & Nagar Haveli & Daman & Diu,Diu,7912,98466
2020,Q1,Dadra & Nagar Haveli & Daman & Diu,Daman,80329,1550484
2020,Q1,Dadra & Nagar Haveli & Daman & Diu,Dadra And Nagar Haveli,130255,2546172
2020,Q2,Dadra & Nagar Haveli & Daman & Diu,Diu,8795,90682
2020,Q2,Dadra & Nagar Haveli & Daman & Diu,Daman,90016,1640768
2020,Q2,Dadra & Nagar Haveli & Daman & Diu,Dadra And Nagar Haveli,146003,2773677
2020,Q3,Dadra & Nagar Haveli & Daman & Diu,Diu,9655,102606
2020,Q3,Dadra & Nagar Haveli & Daman & Diu,Daman,98108,1480490
2020,Q3,Dadra & Nagar Haveli & Daman & Diu,Dadra And Nagar Haveli,160183,2838403
2020,Q4,Dadra & Nagar Haveli & Daman & Diu,Diu,10550,147153
2020,Q4,Dadra & Nagar Haveli & Daman & Diu,Daman,108511,2123263
2020,Q4,Dadra & Nagar Haveli & Daman & Diu,Dadra And Nagar Haveli,177432,3926020
2019,Q3,Dadra & Nagar Haveli & Daman & Diu,Diu,6746,73017
2019,Q3,Dadra & Nagar Haveli & Daman & Diu,Daman,64854,1168620
2019,Q3,Dadra & Nagar Haveli & Daman & Diu,Dadra And Nagar Haveli,105329,1884552
2019,Q2,Dadra & Nagar Haveli & Daman & Diu,Diu,6193,22979
2019,Q2,Dadra & Nagar Haveli & Daman & Diu,Daman,58005,323345
2019,Q2,Dadra & Nagar Haveli & Daman & Diu,Dadra And Nagar Haveli,94382,514362
2019,Q4,Dadra & Nagar Haveli & Daman & Diu,Diu,7323,91107
2019,Q4,Dadra & Nagar Haveli & Daman & Diu,Daman,72470,1415107
2019,Q4,Dadra & Nagar Haveli & Daman & Diu,Dadra And Nagar Haveli,117805,2264329
2019,Q1,Dadra & Nagar Haveli & Daman & Diu,Diu,5452,0
2019,Q1,Dadra & Nagar Haveli & Daman & Diu,Daman,51093,0
2019,Q1,Dadra & Nagar Haveli & Daman & Diu,Dadra And Nagar Haveli,83987,0
2018,Q3,Dadra & Nagar Haveli & Daman & Diu,Diu,3830,0
2018,Q3,Dadra & Nagar Haveli & Daman & Diu,Daman,32651,0
2018,Q3,Dadra & Nagar Haveli & Daman & Diu,Dadra And Nagar Haveli,55626,0
2018,Q1,Dadra & Nagar Haveli & Daman & Diu,Diu,2553,0
2018,Q1,Dadra & Nagar Haveli & Daman & Diu,Daman,18677,0
2018,Q1,Dadra & Nagar Haveli & Daman & Diu,Dadra And Nagar Haveli,32028,0
2018,Q2,Dadra & Nagar Haveli & Daman & Diu,Diu,3229,0
