year,quarter,state,district,registeredusers,appopens
2021,Q4,Odisha,Koraput,211160,12137241
2021,Q4,Odisha,Malkangiri,75114,3760894
2021,Q4,Odisha,Sambalpur,317259,15914880
2021,Q4,Odisha,Kalahandi,264773,12924135
2021,Q4,Odisha,Anugul,390981,17480548
2021,Q4,Odisha,Ganjam,889686,43221176
2021,Q4,Odisha,Jajapur,598043,31222102
2021,Q4,Odisha,Bargarh,270113,11531339
2021,Q4,Odisha,Dhenkanal,313502,14877091
2021,Q4,Odisha,Bhadrak,452384,20733469
2021,Q4,Odisha,Nuapada,90146,4390762
2021,Q4,Odisha,Kendujhar,440078,21635153
2021,Q4,Odisha,Mayurbhanj,399076,15901243
2021,Q4,Odisha,Jharsuguda,220010,11963212
2021,Q4,Odisha,Kandhamal,103926,4452108
2021,Q4,Odisha,Deogarh,47096,1991762
2021,Q4,Odisha,Sundargarh,556973,25758922
2021,Q4,Odisha,Jagatsinghapur,368959,17301864
2021,Q4,Odisha,Balangir,297438,13714912
2021,Q4,Odisha,Baleshwar,685881,28631052
2021,Q4,Odisha,Puri,531127,26165403
2021,Q4,Odisha,Sonepur,117909,4637687
2021,Q4,Odisha,Khordha,1725313,103883281
2021,Q4,Odisha,Boudh,72717,2992225
2021,Q4,Odisha,Gajapati,93201,5454899
2021,Q4,Odisha,Nayagarh,244622,10314176
2021,Q4,Odisha,Nabarangpur,110406,6115274
2021,Q4,Odisha,Kendrapara,361439,17130729
2021,Q4,Odisha,Cuttack,962341,49421617
2021,Q1,Odisha,Rayagada,150744,5877848
2021,Q1,Odisha,Koraput,169607,5295303
2021,Q1,Odisha,Malkangiri,59019,1655456
2021,Q1,Odisha,Sambalpur,256784,8185242
2021,Q1,Odisha,Kalahandi,211780,6105047
2021,Q1,Odisha,Anugul,315065,9789441
2021,Q1,Odisha,Ganjam,721311,22659997
2021,Q1,Odisha,Jajapur,484003,16338718
2021,Q1,Odisha,Bargarh,217540,5256946
2021,Q1,Odisha,Dhenkanal,253469,8034030
2021,Q1,Odisha,Bhadrak,366825,10503983
2021,Q1,Odisha,Nuapada,71558,1824578
2021,Q1,Odisha,Kendujhar,352967,10953093
2021,Q1,Odisha,Mayurbhanj,318465,7758426
2021,Q1,Odisha,Jharsuguda,178481,5914718
2021,Q1,Odisha,Kandhamal,83432,2180242
2021,Q1,Odisha,Deogarh,37397,1031539
2021,Q1,Odisha,Sundargarh,450776,12987159
2021,Q1,Odisha,Jagatsinghapur,300122,9094056
2021,Q1,Odisha,Balangir,238380,6473331
2021,Q1,Odisha,Baleshwar,557273,14507340
2021,Q1,Odisha,Puri,431553,13992697
2021,Q1,Odisha,Sonepur,94551,2395249
2021,Q1,Odisha,Khordha,1415897,63590946
2021,Q1,Odisha,Boudh,58177,1553860
2021,Q1,Odisha,Gajapati,74629,2771507
2021,Q1,Odisha,Nayagarh,198238,5903431
2021,Q1,Odisha,Nabarangpur,86833,2514529
2021,Q1,Odisha,Kendrapara,293287,8928474
2021,Q1,Odisha,Cuttack,784846,27238288
2023,Q4,Odisha,Rayagada,277066,16305717
2023,Q4,Odisha,Koraput,308178,21019500
2023,Q4,Odisha,Malkangiri,111210,9208546
2023,Q4,Odisha,Sambalpur,462817,19912519
2023,Q4,Odisha,Kalahandi,393258,23331126
2023,Q4,Odisha,Anugul,575864,19390073
2023,Q4,Odisha,Ganjam,1305472,44747753
2023,Q4,Odisha,Jajapur,878546,28192396
2023,Q4,Odisha,Bargarh,396730,21000983
2023,Q4,Odisha,Dhenkanal,462840,18672301
2023,Q4,Odisha,Bhadrak,662206,23322298
2023,Q4,Odisha,Nuapada,133129,9960257
2023,Q4,Odisha,Kendujhar,649376,31443794
2023,Q4,Odisha,Mayurbhanj,591163,30472034
2023,Q4,Odisha,Jharsuguda,323114,16967650
2023,Q4,Odisha,Kandhamal,153515,8497034
2023,Q4,Odisha,Deogarh,69566,3821378
2023,Q4,Odisha,Sundargarh,813266,38796685
2023,Q4,Odisha,Jagatsinghapur,539925,16306956
2023,Q4,Odisha,Balangir,438473,24715286
2023,Q4,Odisha,Baleshwar,1004861,37096927
2023,Q4,Odisha,Puri,775121,26920209
2023,Q4,Odisha,Sonepur,174735,6423241
2023,Q4,Odisha,Khordha,2480213,93695172
2023,Q4,Odisha,Boudh,107895,4877679
2023,Q4,Odisha,Gajapati,138201,6258770
2023,Q4,Odisha,Nayagarh,359446,9462219
2023,Q4,Odisha,Nabarangpur,163272,16188807
2023,Q4,Odisha,Kendrapara,530267,17738087
2023,Q4,Odisha,Cuttack,1401267,56559684
2023,Q1,Odisha,Rayagada,244361,41877308
2023,Q1,Odisha,Koraput,272545,76368959
2023,Q1,Odisha,Malkangiri,97476,33570173
2023,Q1,Odisha,Sambalpur,410880,34949887
2023,Q1,Odisha,Kalahandi,346059,52355760
2023,Q1,Odisha,Anugul,509422,26034792
2023,Q1,Odisha,Ganjam,1156695,48949213
2023,Q1,Odisha,Jajapur,779435,14136512
2023,Q1,Odisha,Bargarh,349731,32727699
2023,Q1,Odisha,Dhenkanal,408554,32611252
2023,Q1,Odisha,Bhadrak,587089,10221519
2023,Q1,Odisha,Nuapada,116868,27717325
2023,Q1,Odisha,Kendujhar,573097,56965598
2023,Q1,Odisha,Mayurbhanj,519691,62295715
2023,Q1,Odisha,Jharsuguda,286528,14203446
2023,Q1,Odisha,Kandhamal,135276,26810679
2023,Q1,Odisha,Deogarh,60935,13180411
2023,Q1,Odisha,Sundargarh,721849,65121077
2023,Q1,Odisha,Jagatsinghapur,478526,7618009
2023,Q1,Odisha,Balangir,386539,45307557
2023,Q1,Odisha,Baleshwar,890218,17216027
2023,Q1,Odisha,Puri,687988,16373208
2023,Q1,Odisha,Sonepur,153663,17078413
2023,Q1,Odisha,Khordha,2220922,21174048
2023,Q1,Odisha,Boudh,94733,14508664
2023,Q1,Odisha,Gajapati,121770,25202832
2023,Q1,Odisha,Nayagarh,317861,14302029
2023,Q1,Odisha,Nabarangpur,142795,54308662
2023,Q1,Odisha,Kendrapara,469483,10361321
2023,Q1,Odisha,Cuttack,1246094,15939538
2023,Q3,Odisha,Rayagada,266420,53618607
2023,Q3,Odisha,Koraput,296920,90358852
2023,Q3,Odisha,Malkangiri,106928,38184730
2023,Q3,Odisha,Sambalpur,446108,29609358
2023,Q3,Odisha,Kalahandi,378083,66392328
2023,Q3,Odisha,Anugul,554273,27502722
2023,Q3,Odisha,Ganjam,1256950,42958203
2023,Q3,Odisha,Jajapur,845882,13530785
2023,Q3,Odisha,Bargarh,381349,31726477
2023,Q3,Odisha,Dhenkanal,444835,24902851
2023,Q3,Odisha,Bhadrak,637667,9140582
2023,Q3,Odisha,Nuapada,128118,25641846
2023,Q3,Odisha,Kendujhar,624670,55330402
2023,Q3,Odisha,Mayurbhanj,568108,69695447
2023,Q3,Odisha,Jharsuguda,311323,15964323
2023,Q3,Odisha,Kandhamal,147796,46295194
2023,Q3,Odisha,Deogarh,66771,14158506
2023,Q3,Odisha,Sundargarh,783750,75926768
2023,Q3,Odisha,Jagatsinghapur,519617,5392680
2023,Q3,Odisha,Balangir,421788,65574122
2023,Q3,Odisha,Baleshwar,967259,12842467
2023,Q3,Odisha,Puri,746565,11675120
2023,Q3,Odisha,Sonepur,167785,15023017
2023,Q3,Odisha,Khordha,2395932,19631346
2023,Q3,Odisha,Boudh,103662,16833234
2023,Q3,Odisha,Gajapati,132903,26306500
2023,Q3,Odisha,Nayagarh,345910,18566125
2023,Q3,Odisha,Nabarangpur,156943,58455767
2023,Q3,Odisha,Kendrapara,510157,4874109
2023,Q3,Odisha,Cuttack,1349987,16117583
2023,Q2,Odisha,Rayagada,255351,45924966
2023,Q2,Odisha,Koraput,284656,79604370
2023,Q2,Odisha,Malkangiri,102207,34648451
2023,Q2,Odisha,Sambalpur,428364,28891094
2023,Q2,Odisha,Kalahandi,362348,53565366
2023,Q2,Odisha,Anugul,531744,28623488
2023,Q2,Odisha,Ganjam,1206180,50277700
2023,Q2,Odisha,Jajapur,812448,16119391
2023,Q2,Odisha,Bargarh,365839,30351267
2023,Q2,Odisha,Dhenkanal,426807,34708000
2023,Q2,Odisha,Bhadrak,612055,10411492
2023,Q2,Odisha,Nuapada,122535,25734882
2023,Q2,Odisha,Kendujhar,598879,50839178
2023,Q2,Odisha,Mayurbhanj,544278,60545972
2023,Q2,Odisha,Jharsuguda,298784,13488327
2023,Q2,Odisha,Kandhamal,141530,27111324
2023,Q2,Odisha,Deogarh,63936,12027190
2023,Q2,Odisha,Sundargarh,752827,63031631
2023,Q2,Odisha,Jagatsinghapur,498811,8373184
2023,Q2,Odisha,Balangir,404297,47903145
2023,Q2,Odisha,Baleshwar,928537,16606784
2023,Q2,Odisha,Puri,716985,15127178
2023,Q2,Odisha,Sonepur,160775,14353933
2023,Q2,Odisha,Khordha,2305026,17260945
2023,Q2,Odisha,Boudh,99233,17947634
2023,Q2,Odisha,Gajapati,127250,24501529
2023,Q2,Odisha,Nayagarh,331761,14169514
2023,Q2,Odisha,Nabarangpur,149899,49295614
2023,Q2,Odisha,Kendrapara,489599,11413659
2023,Q2,Odisha,Cuttack,1297120,15592723
2024,Q3,Odisha,Rayagada,341122,114758267
2024,Q3,Odisha,Koraput,448739,153567474
2024,Q3,Odisha,Malkangiri,170455,59695719
2024,Q3,Odisha,Angul,628702,40008655
2024,Q3,Odisha,Subarnapur,190699,20912143
2024,Q3,Odisha,Sambalpur,543739,38284719
2024,Q3,Odisha,Jajpur,891524,8054707
2024,Q3,Odisha,Kalahandi,516407,60510674
2024,Q3,Odisha,Ganjam,1329930,74513888
2024,Q3,Odisha,Bargarh,464881,49388613
2024,Q3,Odisha,Dhenkanal,458017,24514879
2024,Q3,Odisha,Bhadrak,614909,7174343
2024,Q3,Odisha,Nuapada,189831,41966594
2024,Q3,Odisha,Kendujhar,680217,101923235
2024,Q3,Odisha,Mayurbhanj,670335,82112528
2024,Q3,Odisha,Jharsuguda,359925,15465969
2024,Q3,Odisha,Kandhamal,206840,143919477
2024,Q3,Odisha,Deogarh,80877,33371237
2024,Q3,Odisha,Jagatsinghpur,494251,9031868
2024,Q3,Odisha,Sundargarh,939084,100819620
2024,Q3,Odisha,Balangir,556171,122203937
2024,Q3,Odisha,Baleswar,969225,13314269
2024,Q3,Odisha,Puri,768188,12383253
2024,Q3,Odisha,Khordha,2612529,27107929
2024,Q3,Odisha,Boudh,127155,20118329
2024,Q3,Odisha,Gajapati,174436,70279428
2024,Q3,Odisha,Nayagarh,337937,29748838
2024,Q3,Odisha,Nabarangpur,288634,87644946
2024,Q3,Odisha,Kendrapara,487536,12942905
2024,Q3,Odisha,Cuttack,1424353,20407370
2024,Q2,Odisha,Rayagada,300719,106421445
2024,Q2,Odisha,Koraput,334153,191396896
2024,Q2,Odisha,Malkangiri,121348,55008202
2024,Q2,Odisha,Sambalpur,501630,35915776
2024,Q2,Odisha,Kalahandi,427701,86727175
2024,Q2,Odisha,Anugul,624438,27612600
2024,Q2,Odisha,Ganjam,1414642,46368846
2024,Q2,Odisha,Jajapur,952257,11840619
2024,Q2,Odisha,Bargarh,431398,37950602
2024,Q2,Odisha,Dhenkanal,502855,21511403
2024,Q2,Odisha,Bhadrak,717810,8221879
2024,Q2,Odisha,Nuapada,144849,26478026
2024,Q2,Odisha,Kendujhar,705536,74776998
2024,Q2,Odisha,Mayurbhanj,642214,93933019
2024,Q2,Odisha,Jharsuguda,350391,10010716
2024,Q2,Odisha,Kandhamal,166650,76727884
2024,Q2,Odisha,Deogarh,75882,15692988
2024,Q2,Odisha,Sundargarh,880693,119556353
2024,Q2,Odisha,Jagatsinghapur,584908,11111233
2024,Q2,Odisha,Balangir,476531,91430645
2024,Q2,Odisha,Baleshwar,1089271,19616419
2024,Q2,Odisha,Puri,838847,10121129
2024,Q2,Odisha,Sonepur,190431,17930613
2024,Q2,Odisha,Khordha,2674960,20396955
2024,Q2,Odisha,Boudh,117563,24032112
2024,Q2,Odisha,Gajapati,150309,50179749
2024,Q2,Odisha,Nayagarh,390157,15634301
2024,Q2,Odisha,Nabarangpur,178224,110230081
2024,Q2,Odisha,Kendrapara,575344,8714841
2024,Q2,Odisha,Cuttack,1516911,13822032
2024,Q1,Odisha,Rayagada,289418,84231218
2024,Q1,Odisha,Koraput,321793,155614838
2024,Q1,Odisha,Malkangiri,116714,35002261
2024,Q1,Odisha,Sambalpur,482779,37822086
2024,Q1,Odisha,Kalahandi,411197,75443994
2024,Q1,Odisha,Anugul,600818,27707524
2024,Q1,Odisha,Ganjam,1360516,49825742
2024,Q1,Odisha,Jajapur,915677,7439403
2024,Q1,Odisha,Bargarh,414483,30828088
2024,Q1,Odisha,Dhenkanal,483284,25394579
2024,Q1,Odisha,Bhadrak,690358,10475412
2024,Q1,Odisha,Nuapada,139178,37343290
2024,Q1,Odisha,Kendujhar,678417,66960668
2024,Q1,Odisha,Mayurbhanj,617734,71282218
2024,Q1,Odisha,Jharsuguda,336999,12247256
2024,Q1,Odisha,Kandhamal,160365,57762836
2024,Q1,Odisha,Deogarh,72961,17370714
2024,Q1,Odisha,Sundargarh,847722,93123945
2024,Q1,Odisha,Jagatsinghapur,562773,6821440
2024,Q1,Odisha,Balangir,457944,91531478
2024,Q1,Odisha,Baleshwar,1047618,21191336
2024,Q1,Odisha,Puri,807052,9926271
2024,Q1,Odisha,Sonepur,182955,12909994
2024,Q1,Odisha,Khordha,2577853,20194548
2024,Q1,Odisha,Boudh,112899,18568686
2024,Q1,Odisha,Gajapati,144440,32062714
2024,Q1,Odisha,Nayagarh,375269,19411288
2024,Q1,Odisha,Nabarangpur,171513,103063932
2024,Q1,Odisha,Kendrapara,553069,6162737
2024,Q1,Odisha,Cuttack,1459368,9630613
2024,Q4,Odisha,Rayagada,354580,33779111
2024,Q4,Odisha,Koraput,467310,33704837
2024,Q4,Odisha,Malkangiri,177843,15362657
2024,Q4,Odisha,Angul,649449,29486521
2024,Q4,Odisha,Subarnapur,198252,9919917
2024,Q4,Odisha,Sambalpur,562772,25514877
2024,Q4,Odisha,Jajpur,921650,45008843
2024,Q4,Odisha,Kalahandi,535930,33880175
2024,Q4,Odisha,Ganjam,1380390,73142485
2024,Q4,Odisha,Bargarh,482014,24923470
2024,Q4,Odisha,Dhenkanal,476221,22048316
2024,Q4,Odisha,Bhadrak,639245,30431208
2024,Q4,Odisha,Nuapada,197263,18660957
2024,Q4,Odisha,Kendujhar,704473,35958070
2024,Q4,Odisha,Mayurbhanj,696569,40011542
2024,Q4,Odisha,Jharsuguda,370431,22025324
2024,Q4,Odisha,Kandhamal,214386,15290200
2024,Q4,Odisha,Deogarh,83738,5463309
2024,Q4,Odisha,Jagatsinghpur,509665,20630639
2024,Q4,Odisha,Sundargarh,971073,53321910
2024,Q4,Odisha,Balangir,576503,46873287
2024,Q4,Odisha,Baleswar,1001946,50822763
2024,Q4,Odisha,Puri,793943,39355547
2024,Q4,Odisha,Khordha,2701963,142610002
2024,Q4,Odisha,Boudh,132252,6081285
2024,Q4,Odisha,Gajapati,181200,11276933
2024,Q4,Odisha,Nayagarh,349537,23434515
2024,Q4,Odisha,Nabarangpur,301628,31313169
2024,Q4,Odisha,Kendrapara,505593,28602493
2024,Q4,Odisha,Cuttack,1473377,65455844
2019,Q4,Odisha,Rayagada,92855,2572175
2019,Q4,Odisha,Koraput,102837,2326008
2019,Q4,Odisha,Malkangiri,31023,632262
2019,Q4,Odisha,Sambalpur,168622,4708646
2019,Q4,Odisha,Kalahandi,129224,3046813
2019,Q4,Odisha,Anugul,211167,5740433
2019,Q4,Odisha,Ganjam,469522,12099189
2019,Q4,Odisha,Jajapur,332074,10791411
2019,Q4,Odisha,Bargarh,136729,3019216
2019,Q4,Odisha,Dhenkanal,170565,5199811
2019,Q4,Odisha,Bhadrak,243586,7595626
2019,Q4,Odisha,Nuapada,40688,821156
2019,Q4,Odisha,Kendujhar,234041,6256026
2019,Q4,Odisha,Mayurbhanj,203618,4795515
2019,Q4,Odisha,Jharsuguda,117987,3043576
2019,Q4,Odisha,Kandhamal,48304,1084664
2019,Q4,Odisha,Deogarh,22648,574934
2019,Q4,Odisha,Sundargarh,284913,6637700
2019,Q4,Odisha,Jagatsinghapur,197964,5466695
2019,Q4,Odisha,Balangir,148963,3375561
2019,Q4,Odisha,Baleshwar,377976,13408306
2019,Q4,Odisha,Puri,285955,8659610
2019,Q4,Odisha,Sonepur,62975,1776783
2019,Q4,Odisha,Khordha,1014134,44567691
2019,Q4,Odisha,Boudh,37879,1013838
2019,Q4,Odisha,Gajapati,44569,1166530
2019,Q4,Odisha,Nayagarh,135006,4436958
2019,Q4,Odisha,Nabarangpur,48075,1054713
2019,Q4,Odisha,Kendrapara,186668,5492952
2019,Q4,Odisha,Cuttack,534970,18540921
2019,Q3,Odisha,Rayagada,81196,1883106
2019,Q3,Odisha,Koraput,90678,1770193
2019,Q3,Odisha,Malkangiri,25857,446171
2019,Q3,Odisha,Sambalpur,149742,3503548
2019,Q3,Odisha,Kalahandi,112424,2118541
2019,Q3,Odisha,Anugul,187022,4028738
2019,Q3,Odisha,Ganjam,414068,8383336
2019,Q3,Odisha,Jajapur,290776,6991225
2019,Q3,Odisha,Bargarh,119622,1973668
2019,Q3,Odisha,Dhenkanal,150597,3279953
2019,Q3,Odisha,Bhadrak,208757,4377167
2019,Q3,Odisha,Nuapada,34914,568521
2019,Q3,Odisha,Kendujhar,208218,4496490
2019,Q3,Odisha,Mayurbhanj,176327,3166440
2019,Q3,Odisha,Jharsuguda,106457,2336777
2019,Q3,Odisha,Kandhamal,41900,795760
2019,Q3,Odisha,Deogarh,19720,385807
2019,Q3,Odisha,Sundargarh,253356,5131770
2019,Q3,Odisha,Jagatsinghapur,171851,3598002
2019,Q3,Odisha,Balangir,130092,2336121
2019,Q3,Odisha,Baleshwar,329289,7191498
2019,Q3,Odisha,Puri,247141,5911543
2019,Q3,Odisha,Sonepur,56059,1076619
2019,Q3,Odisha,Khordha,916565,33532118
2019,Q3,Odisha,Boudh,33031,649830
2019,Q3,Odisha,Gajapati,38597,854904
2019,Q3,Odisha,Nayagarh,118109,2576604
2019,Q3,Odisha,Nabarangpur,41265,760438
2019,Q3,Odisha,Kendrapara,160728,3266982
2019,Q3,Odisha,Cuttack,472851,12789586
2019,Q2,Odisha,Rayagada,72305,495755
2019,Q2,Odisha,Koraput,81022,495742
2019,Q2,Odisha,Malkangiri,22415,118642
2019,Q2,Odisha,Sambalpur,135529,883414
2019,Q2,Odisha,Kalahandi,101439,594930
2019,Q2,Odisha,Anugul,169261,1111495
2019,Q2,Odisha,Ganjam,373530,2473198
2019,Q2,Odisha,Jajapur,260311,1846911
2019,Q2,Odisha,Bargarh,108642,590814
2019,Q2,Odisha,Dhenkanal,137527,892725
2019,Q2,Odisha,Bhadrak,187084,1241073
2019,Q2,Odisha,Nuapada,31028,169508
2019,Q2,Odisha,Kendujhar,188657,1240564
2019,Q2,Odisha,Mayurbhanj,160372,914245
2019,Q2,Odisha,Jharsuguda,96854,666626
2019,Q2,Odisha,Kandhamal,37163,224490
2019,Q2,Odisha,Deogarh,18095,115108
2019,Q2,Odisha,Sundargarh,226776,1387389
2019,Q2,Odisha,Jagatsinghapur,153830,978199
2019,Q2,Odisha,Balangir,117914,675453
2019,Q2,Odisha,Baleshwar,299757,1895403
2019,Q2,Odisha,Puri,217206,1311018
2019,Q2,Odisha,Sonepur,51948,322469
2019,Q2,Odisha,Khordha,826007,7930262
2019,Q2,Odisha,Boudh,30269,181501
2019,Q2,Odisha,Gajapati,34063,228235
2019,Q2,Odisha,Nayagarh,106745,714824
2019,Q2,Odisha,Nabarangpur,37091,215008
2019,Q2,Odisha,Kendrapara,144710,977239
2019,Q2,Odisha,Cuttack,417809,3063305
2019,Q1,Odisha,Rayagada,62764,0
2019,Q1,Odisha,Koraput,70168,0
2019,Q1,Odisha,Malkangiri,18853,0
2019,Q1,Odisha,Sambalpur,120726,0
2019,Q1,Odisha,Kalahandi,88614,0
2019,Q1,Odisha,Anugul,150627,0
2019,Q1,Odisha,Ganjam,332190,0
2019,Q1,Odisha,Jajapur,236643,0
2019,Q1,Odisha,Bargarh,95811,0
2019,Q1,Odisha,Dhenkanal,123780,0
2019,Q1,Odisha,Bhadrak,166600,0
2019,Q1,Odisha,Nuapada,26448,0
2019,Q1,Odisha,Kendujhar,167750,0
2019,Q1,Odisha,Mayurbhanj,141789,0
2019,Q1,Odisha,Jharsuguda,86772,0
2019,Q1,Odisha,Kandhamal,32425,0
2019,Q1,Odisha,Deogarh,15760,0
2019,Q1,Odisha,Sundargarh,198716,0
2019,Q1,Odisha,Jagatsinghapur,138170,0
2019,Q1,Odisha,Balangir,103334,0
2019,Q1,Odisha,Baleshwar,271095,0
2019,Q1,Odisha,Puri,195690,0
2019,Q1,Odisha,Sonepur,46710,0
2019,Q1,Odisha,Khordha,745457,0
2019,Q1,Odisha,Boudh,27059,0
2019,Q1,Odisha,Gajapati,29177,0
2019,Q1,Odisha,Nayagarh,95412,0
2019,Q1,Odisha,Nabarangpur,31360,0
2019,Q1,Odisha,Kendrapara,128331,0
2019,Q1,Odisha,Cuttack,372513,0
2020,Q3,Odisha,Rayagada,126410,3762788
2020,Q3,Odisha,Koraput,141282,3437166
2020,Q3,Odisha,Malkangiri,47520,1095975
2020,Q3,Odisha,Sambalpur,219120,5114268
2020,Q3,Odisha,Kalahandi,178315,4193630
2020,Q3,Odisha,Anugul,270460,6884775
2020,Q3,Odisha,Ganjam,611699,16162114
2020,Q3,Odisha,Jajapur,417525,11824235
2020,Q3,Odisha,Bargarh,184711,3628788
2020,Q3,Odisha,Dhenkanal,218003,5681950
2020,Q3,Odisha,Bhadrak,314312,8166867
2020,Q3,Odisha,Nuapada,59403,1258669
2020,Q3,Odisha,Kendujhar,302384,7716764
2020,Q3,Odisha,Mayurbhanj,270844,5578497
2020,Q3,Odisha,Jharsuguda,152813,4003243
2020,Q3,Odisha,Kandhamal,69124,1578514
2020,Q3,Odisha,Deogarh,31745,770291
2020,Q3,Odisha,Sundargarh,381666,8667464
2020,Q3,Odisha,Jagatsinghapur,257975,6866006
2020,Q3,Odisha,Balangir,201628,4376520
2020,Q3,Odisha,Baleshwar,481741,11256058
2020,Q3,Odisha,Puri,369877,9556331
2020,Q3,Odisha,Sonepur,81435,1721885
2020,Q3,Odisha,Khordha,1232760,37649694
2020,Q3,Odisha,Boudh,49769,1111802
2020,Q3,Odisha,Gajapati,62087,1854939
2020,Q3,Odisha,Nayagarh,170588,4500388
2020,Q3,Odisha,Nabarangpur,70877,1618683
2020,Q3,Odisha,Kendrapara,249580,7165704
2020,Q3,Odisha,Cuttack,676102,18393658
2020,Q4,Odisha,Rayagada,139714,5150470
2020,Q4,Odisha,Koraput,157029,4690755
2020,Q4,Odisha,Malkangiri,54166,1432194
2020,Q4,Odisha,Sambalpur,238826,6917790
2020,Q4,Odisha,Kalahandi,196340,5296877
2020,Q4,Odisha,Anugul,293242,8883260
2020,Q4,Odisha,Ganjam,669973,21285202
2020,Q4,Odisha,Jajapur,451339,15145332
2020,Q4,Odisha,Bargarh,202272,4624350
2020,Q4,Odisha,Dhenkanal,236599,7290490
2020,Q4,Odisha,Bhadrak,342034,10037935
2020,Q4,Odisha,Nuapada,66020,1553389
2020,Q4,Odisha,Kendujhar,328498,10002591
2020,Q4,Odisha,Mayurbhanj,295929,7049868
2020,Q4,Odisha,Jharsuguda,166109,5191792
2020,Q4,Odisha,Kandhamal,77202,2083608
2020,Q4,Odisha,Deogarh,34813,953637
2020,Q4,Odisha,Sundargarh,418311,11577951
2020,Q4,Odisha,Jagatsinghapur,280051,8638789
2020,Q4,Odisha,Balangir,221229,5584366
2020,Q4,Odisha,Baleshwar,520429,13732431
2020,Q4,Odisha,Puri,402457,12511428
2020,Q4,Odisha,Sonepur,88176,2109317
2020,Q4,Odisha,Khordha,1323794,53302329
2020,Q4,Odisha,Boudh,54203,1368082
2020,Q4,Odisha,Gajapati,69150,2495923
2020,Q4,Odisha,Nayagarh,184916,5735089
2020,Q4,Odisha,Nabarangpur,79855,2148731
2020,Q4,Odisha,Kendrapara,273289,8654637
2020,Q4,Odisha,Cuttack,732786,24636680
2020,Q1,Odisha,Rayagada,103064,3025726
2020,Q1,Odisha,Koraput,113919,2622470
2020,Q1,Odisha,Malkangiri,36017,810134
2020,Q1,Odisha,Sambalpur,183534,4724765
2020,Q1,Odisha,Kalahandi,142961,3197740
2020,Q1,Odisha,Anugul,228339,5485228
2020,Q1,Odisha,Ganjam,512643,12390552
2020,Q1,Odisha,Jajapur,359087,9687172
2020,Q1,Odisha,Bargarh,150139,2865892
2020,Q1,Odisha,Dhenkanal,184164,4758117
2020,Q1,Odisha,Bhadrak,265259,6416683
2020,Q1,Odisha,Nuapada,46063,928386
2020,Q1,Odisha,Kendujhar,253988,6031627
2020,Q1,Odisha,Mayurbhanj,223893,4509442
2020,Q1,Odisha,Jharsuguda,127804,3176128
2020,Q1,Odisha,Kandhamal,53868,1143401
2020,Q1,Odisha,Deogarh,25015,588130
2020,Q1,Odisha,Sundargarh,313040,7099354
2020,Q1,Odisha,Jagatsinghapur,216687,5184722
2020,Q1,Odisha,Balangir,164257,3439280
2020,Q1,Odisha,Baleshwar,410789,9737201
2020,Q1,Odisha,Puri,311477,7876252
2020,Q1,Odisha,Sonepur,68480,1509358
2020,Q1,Odisha,Khordha,1083466,40264249
2020,Q1,Odisha,Boudh,41238,931633
2020,Q1,Odisha,Gajapati,49762,1430994
2020,Q1,Odisha,Nayagarh,145821,3586937
2020,Q1,Odisha,Nabarangpur,54715,1277587
2020,Q1,Odisha,Kendrapara,205010,5058749
2020,Q1,Odisha,Cuttack,578471,16160713
2020,Q2,Odisha,Rayagada,114240,2859051
2020,Q2,Odisha,Koraput,126636,2588267
2020,Q2,Odisha,Malkangiri,41696,882743
2020,Q2,Odisha,Sambalpur,201035,3888601
2020,Q2,Odisha,Kalahandi,160811,3389921
2020,Q2,Odisha,Anugul,248700,5337471
2020,Q2,Odisha,Ganjam,560047,11974700
2020,Q2,Odisha,Jajapur,387797,9254465
2020,Q2,Odisha,Bargarh,167531,3024771
2020,Q2,Odisha,Dhenkanal,200973,4661195
2020,Q2,Odisha,Bhadrak,289015,6485760
2020,Q2,Odisha,Nuapada,53151,1077096
2020,Q2,Odisha,Kendujhar,277734,5986548
2020,Q2,Odisha,Mayurbhanj,247446,4440857
2020,Q2,Odisha,Jharsuguda,140220,3167223
2020,Q2,Odisha,Kandhamal,61330,1296520
2020,Q2,Odisha,Deogarh,28252,638794
2020,Q2,Odisha,Sundargarh,346937,6566112
2020,Q2,Odisha,Jagatsinghapur,236758,5379176
2020,Q2,Odisha,Balangir,183430,3519674
2020,Q2,Odisha,Baleshwar,445299,8652777
2020,Q2,Odisha,Puri,338770,7420337
2020,Q2,Odisha,Sonepur,75331,1530473
2020,Q2,Odisha,Khordha,1152010,23751632
2020,Q2,Odisha,Boudh,45662,940501
2020,Q2,Odisha,Gajapati,55642,1371800
2020,Q2,Odisha,Nayagarh,157747,3696555
2020,Q2,Odisha,Nabarangpur,62742,1303051
2020,Q2,Odisha,Kendrapara,226451,5599454
2020,Q2,Odisha,Cuttack,624922,13997247
2018,Q3,Odisha,Rayagada,38980,0
2018,Q3,Odisha,Koraput,45191,0
2018,Q3,Odisha,Malkangiri,10882,0
2018,Q3,Odisha,Sambalpur,79932,0
2018,Q3,Odisha,Kalahandi,55262,0
2018,Q3,Odisha,Anugul,97856,0
2018,Q3,Odisha,Ganjam,217114,0
2018,Q3,Odisha,Jajapur,149049,0
2018,Q3,Odisha,Bargarh,60736,0
2018,Q3,Odisha,Dhenkanal,81576,0
2018,Q3,Odisha,Bhadrak,105030,0
2018,Q3,Odisha,Nuapada,15932,0
