year,quarter,state,district,count,amount
2022,Q4,West Bengal,North Twenty Four Parganas,10071,13297497.0
2022,Q4,West Bengal,Kolkata,9215,10683722.0
2022,Q4,West Bengal,Howrah,3875,4827100.0
2022,Q4,West Bengal,South Twenty Four Parganas,3847,4752290.0
2022,Q4,West Bengal,Paschim Medinipur,3569,4249681.0
2022,Q4,West Bengal,Paschim Bardhaman,3046,4171226.0
2022,Q4,West Bengal,Hooghly,2783,3954761.0
2022,Q4,West Bengal,Darjiling,2351,3298987.0
2022,Q4,West Bengal,Maldah,2002,2670979.0
2022,Q4,West Bengal,Nadia,1870,2669178.0
2022,Q3,West Bengal,North Twenty Four Parganas,8821,10908223.0
2022,Q3,West Bengal,Kolkata,8666,9648958.0
2022,Q3,West Bengal,South Twenty Four Parganas,3388,4205397.0
2022,Q3,West Bengal,Howrah,3386,3925097.0
2022,Q3,West Bengal,Paschim Bardhaman,2688,3490145.0
2022,Q3,West Bengal,Hooghly,2535,3346651.0
2022,Q3,West Bengal,Purba Bardhaman,2079,2560858.0
2022,Q3,West Bengal,Maldah,1776,2288540.0
2022,Q3,West Bengal,Nadia,1754,2454885.0
2022,Q3,West Bengal,Paschim Medinipur,1733,2279289.0
2022,Q2,West Bengal,North Twenty Four Parganas,6379,8088304.0
2022,Q2,West Bengal,Kolkata,6127,6704205.0
2022,Q2,West Bengal,Howrah,2367,2846008.0
2022,Q2,West Bengal,South Twenty Four Parganas,2163,2809645.0
2022,Q2,West Bengal,Paschim Bardhaman,1807,2478141.0
2022,Q2,West Bengal,Hooghly,1804,2479308.0
2022,Q2,West Bengal,Darjiling,1351,1706036.0
2022,Q2,West Bengal,Purba Bardhaman,1284,1606058.0
2022,Q2,West Bengal,Paschim Medinipur,1273,1512137.0
2022,Q2,West Bengal,Nadia,1189,1690781.0
2022,Q1,West Bengal,Kolkata,6763,7736401.0
2022,Q1,West Bengal,North Twenty Four Parganas,6640,8833426.0
2022,Q1,West Bengal,Howrah,2597,3174912.0
2022,Q1,West Bengal,South Twenty Four Parganas,2553,3584327.0
2022,Q1,West Bengal,Paschim Bardhaman,2161,3005032.0
2022,Q1,West Bengal,Hooghly,1915,2609225.0
2022,Q1,West Bengal,Maldah,1876,2421056.0
2022,Q1,West Bengal,Paschim Medinipur,1780,2355975.0
2022,Q1,West Bengal,Purba Bardhaman,1738,2221947.0
2022,Q1,West Bengal,Darjiling,1572,1998293.0
2021,Q2,West Bengal,North Twenty Four Parganas,3025,2628371.0
2021,Q2,West Bengal,Kolkata,2513,1919618.0
2021,Q2,West Bengal,Hooghly,1814,1161847.0
2021,Q2,West Bengal,Howrah,969,839685.0
2021,Q2,West Bengal,South Twenty Four Parganas,864,813571.0
2021,Q2,West Bengal,Paschim Bardhaman,697,653764.0
2021,Q2,West Bengal,Purba Bardhaman,596,531232.0
2021,Q2,West Bengal,Nadia,535,465213.0
2021,Q2,West Bengal,Purba Medinipur,506,346436.0
2021,Q2,West Bengal,Darjiling,489,422426.0
2021,Q3,West Bengal,Kolkata,4808,3468389.0
2021,Q3,West Bengal,North Twenty Four Parganas,4077,3664190.0
2021,Q3,West Bengal,Hooghly,2972,1791035.0
2021,Q3,West Bengal,Howrah,1702,1365468.0
2021,Q3,West Bengal,South Twenty Four Parganas,1342,1446109.0
2021,Q3,West Bengal,Purba Bardhaman,1246,1113357.0
2021,Q3,West Bengal,Paschim Bardhaman,1104,1186714.0
2021,Q3,West Bengal,Maldah,1082,917118.0
2021,Q3,West Bengal,Darjiling,851,790413.0
2021,Q3,West Bengal,Koch Bihar,743,505542.0
2021,Q1,West Bengal,Kolkata,3750,2611912.0
2021,Q1,West Bengal,North Twenty Four Parganas,2388,2089048.0
2021,Q1,West Bengal,Hooghly,1354,871815.0
2021,Q1,West Bengal,Howrah,892,679890.0
2021,Q1,West Bengal,South Twenty Four Parganas,759,588011.0
2021,Q1,West Bengal,Paschim Bardhaman,609,470478.0
2021,Q1,West Bengal,Maldah,560,326652.0
2021,Q1,West Bengal,Darjiling,549,528296.0
2021,Q1,West Bengal,Paschim Medinipur,530,335241.0
2021,Q1,West Bengal,Murshidabad,520,331408.0
2021,Q4,West Bengal,North Twenty Four Parganas,4922,5698422.0
2021,Q4,West Bengal,Kolkata,4645,4777380.0
2021,Q4,West Bengal,Howrah,1957,2162907.0
2021,Q4,West Bengal,South Twenty Four Parganas,1781,2143612.0
2021,Q4,West Bengal,Hooghly,1751,1907817.0
2021,Q4,West Bengal,Paschim Bardhaman,1509,1862383.0
2021,Q4,West Bengal,Maldah,1208,1432474.0
2021,Q4,West Bengal,Darjiling,1070,1346165.0
2021,Q4,West Bengal,Purba Bardhaman,1047,1172623.0
2021,Q4,West Bengal,Paschim Medinipur,1019,1473713.0
2020,Q4,West Bengal,North Twenty Four Parganas,1914,1511195.0
2020,Q4,West Bengal,Kolkata,1692,1306337.0
2020,Q4,West Bengal,Howrah,713,547727.0
2020,Q4,West Bengal,South Twenty Four Parganas,607,550802.0
2020,Q4,West Bengal,Hooghly,569,439509.0
2020,Q4,West Bengal,Paschim Bardhaman,563,397183.0
2020,Q4,West Bengal,Purba Medinipur,439,271897.0
2020,Q4,West Bengal,Murshidabad,422,213072.0
2020,Q4,West Bengal,Nadia,380,251150.0
2020,Q4,West Bengal,Koch Bihar,379,275427.0
2020,Q3,West Bengal,North Twenty Four Parganas,2689,617166.0
2020,Q3,West Bengal,Kolkata,1833,435620.0
2020,Q3,West Bengal,Hooghly,847,201886.0
2020,Q3,West Bengal,Howrah,846,181661.0
2020,Q3,West Bengal,South Twenty Four Parganas,774,175635.0
2020,Q3,West Bengal,Paschim Bardhaman,757,186165.0
2020,Q3,West Bengal,Purba Medinipur,581,142104.0
2020,Q3,West Bengal,Paschim Medinipur,564,133265.0
2020,Q3,West Bengal,Nadia,521,110858.0
2020,Q3,West Bengal,Murshidabad,458,86182.0
2020,Q2,West Bengal,North Twenty Four Parganas,2047,355405.0
2020,Q2,West Bengal,Kolkata,1288,224075.0
2020,Q2,West Bengal,Howrah,631,114387.0
2020,Q2,West Bengal,Hooghly,565,108804.0
2020,Q2,West Bengal,South Twenty Four Parganas,502,100403.0
2020,Q2,West Bengal,Paschim Bardhaman,351,71221.0
2020,Q2,West Bengal,Nadia,317,61692.0
2020,Q2,West Bengal,Purba Medinipur,274,56622.0
2020,Q2,West Bengal,Paschim Medinipur,270,56494.0
2020,Q2,West Bengal,Darjiling,247,45481.0
2024,Q1,West Bengal,North Twenty Four Parganas,14070,19836922.0
2024,Q1,West Bengal,Kolkata,12088,16681997.0
2024,Q1,West Bengal,South Twenty Four Parganas,5620,7011874.0
2024,Q1,West Bengal,Howrah,5260,6868104.0
2024,Q1,West Bengal,Hooghly,4470,5938963.0
2024,Q1,West Bengal,Paschim Bardhaman,4414,6125287.0
2024,Q1,West Bengal,Paschim Medinipur,3797,4800244.0
2024,Q1,West Bengal,Maldah,3534,4532095.0
2024,Q1,West Bengal,Purba Medinipur,3345,3891064.0
2024,Q1,West Bengal,Nadia,3305,4128424.0
2024,Q2,West Bengal,North Twenty Four Parganas,12366,17517949.0
2024,Q2,West Bengal,Kolkata,10517,14115515.0
2024,Q2,West Bengal,South Twenty Four Parganas,4829,6149543.0
2024,Q2,West Bengal,Howrah,4523,5947418.0
2024,Q2,West Bengal,Paschim Bardhaman,3790,5535438.0
2024,Q2,West Bengal,Hooghly,3758,4785509.0
2024,Q2,West Bengal,Paschim Medinipur,2793,3494506.0
2024,Q2,West Bengal,Darjiling,2758,4207151.0
2024,Q2,West Bengal,Nadia,2758,3589423.0
2024,Q2,West Bengal,Maldah,2731,3446842.0
2024,Q3,West Bengal,North Twenty Four Parganas,14047,20510127.0
2024,Q3,West Bengal,Kolkata,12285,16962184.0
2024,Q3,West Bengal,Howrah,5433,7181245.0
2024,Q3,West Bengal,South Twenty Four Parganas,5229,6980677.0
2024,Q3,West Bengal,Paschim Bardhaman,4409,6405671.0
2024,Q3,West Bengal,Hooghly,4285,6048498.0
2024,Q3,West Bengal,Malda,3293,4341156.0
2024,Q3,West Bengal,Nadia,3160,4444441.0
2024,Q3,West Bengal,Purba Bardhaman,3110,4052652.0
2024,Q3,West Bengal,Paschim Medinipur,3038,4264388.0
2024,Q4,West Bengal,North Twenty Four Parganas,16080,22630772.0
2024,Q4,West Bengal,Kolkata,13720,18465410.0
2024,Q4,West Bengal,Howrah,6763,8567180.0
2024,Q4,West Bengal,South Twenty Four Parganas,6659,7720038.0
2024,Q4,West Bengal,Hooghly,5089,6642595.0
2024,Q4,West Bengal,Paschim Bardhaman,4945,7005851.0
2024,Q4,West Bengal,Paschim Medinipur,4155,5405054.0
2024,Q4,West Bengal,Malda,4042,4902098.0
2024,Q4,West Bengal,Nadia,3807,5031294.0
2024,Q4,West Bengal,Purba Bardhaman,3595,4482879.0
2023,Q3,West Bengal,North Twenty Four Parganas,11653,15397844.0
2023,Q3,West Bengal,Kolkata,10667,12579074.0
2023,Q3,West Bengal,South Twenty Four Parganas,4100,5345416.0
2023,Q3,West Bengal,Howrah,3960,4940209.0
2023,Q3,West Bengal,Hooghly,3336,4705529.0
2023,Q3,West Bengal,Paschim Bardhaman,3285,4337285.0
2023,Q3,West Bengal,Purba Bardhaman,2444,3247192.0
2023,Q3,West Bengal,Darjiling,2298,3188462.0
2023,Q3,West Bengal,Maldah,2131,2771850.0
2023,Q3,West Bengal,Paschim Medinipur,2108,3021797.0
2023,Q1,West Bengal,North Twenty Four Parganas,11211,15232572.0
2023,Q1,West Bengal,Kolkata,10117,12593112.0
2023,Q1,West Bengal,Howrah,4051,5337244.0
2023,Q1,West Bengal,South Twenty Four Parganas,3767,5042986.0
2023,Q1,West Bengal,Paschim Bardhaman,3264,4547900.0
2023,Q1,West Bengal,Hooghly,3076,4353663.0
2023,Q1,West Bengal,Paschim Medinipur,2443,3304941.0
2023,Q1,West Bengal,Maldah,2438,3326078.0
2023,Q1,West Bengal,Darjiling,2218,3099342.0
2023,Q1,West Bengal,Nadia,2212,3033002.0
2023,Q4,West Bengal,North Twenty Four Parganas,13483,19211808.0
2023,Q4,West Bengal,Kolkata,12306,16022532.0
2023,Q4,West Bengal,South Twenty Four Parganas,5415,6996283.0
2023,Q4,West Bengal,Howrah,5201,6655473.0
2023,Q4,West Bengal,Paschim Bardhaman,4095,5823988.0
2023,Q4,West Bengal,Hooghly,4025,5665468.0
2023,Q4,West Bengal,Paschim Medinipur,3442,4688055.0
2023,Q4,West Bengal,Maldah,2886,3998317.0
2023,Q4,West Bengal,Nadia,2786,4012958.0
2023,Q4,West Bengal,Darjiling,2762,4044883.0
2023,Q2,West Bengal,North Twenty Four Parganas,9956,12796714.0
2023,Q2,West Bengal,Kolkata,9018,11042108.0
2023,Q2,West Bengal,South Twenty Four Parganas,3576,4536325.0
2023,Q2,West Bengal,Howrah,3369,4382040.0
2023,Q2,West Bengal,Paschim Bardhaman,2918,3955797.0
2023,Q2,West Bengal,Hooghly,2861,3933669.0
2023,Q2,West Bengal,Darjiling,2037,2825313.0
2023,Q2,West Bengal,Nadia,2021,2682343.0
2023,Q2,West Bengal,Paschim Medinipur,1804,2352680.0
2023,Q2,West Bengal,Maldah,1799,2468202.0
2021,Q3,Sikkim,East,67,86194.0
2021,Q3,Sikkim,South,21,29274.0
2021,Q3,Sikkim,West,9,7336.0
2021,Q3,Sikkim,North,9,17748.0
2021,Q4,Sikkim,East,109,291074.0
2021,Q4,Sikkim,South,41,85646.0
2021,Q4,Sikkim,West,29,84762.0
2021,Q4,Sikkim,North,16,42050.0
2021,Q2,Sikkim,East,55,77437.0
2021,Q2,Sikkim,South,23,30261.0
2021,Q2,Sikkim,North,8,9539.0
2021,Q2,Sikkim,West,7,4827.0
2021,Q1,Sikkim,East,72,64393.0
2021,Q1,Sikkim,West,22,20672.0
2021,Q1,Sikkim,South,20,15924.0
2021,Q1,Sikkim,North,8,10788.0
2022,Q2,Sikkim,East,99,233452.0
2022,Q2,Sikkim,West,35,84909.0
2022,Q2,Sikkim,South,14,27179.0
2022,Q2,Sikkim,North,12,38169.0
2022,Q1,Sikkim,East,157,463841.0
2022,Q1,Sikkim,West,37,91888.0
2022,Q1,Sikkim,South,35,101663.0
2022,Q1,Sikkim,North,10,28595.0
2022,Q3,Sikkim,East,165,310190.0
2022,Q3,Sikkim,South,34,65600.0
2022,Q3,Sikkim,West,30,71337.0
2022,Q3,Sikkim,North,14,27813.0
2022,Q4,Sikkim,East,192,377889.0
2022,Q4,Sikkim,South,45,74025.0
2022,Q4,Sikkim,West,43,147415.0
2022,Q4,Sikkim,North,26,67885.0
2020,Q3,Sikkim,East,66,20284.0
2020,Q3,Sikkim,South,20,5534.0
2020,Q3,Sikkim,West,5,1319.0
2020,Q3,Sikkim,North,3,863.0
2020,Q4,Sikkim,East,41,26778.0
2020,Q4,Sikkim,South,11,26418.0
2020,Q4,Sikkim,North,8,9933.0
2020,Q4,Sikkim,West,7,7085.0
2020,Q2,Sikkim,East,16,3449.0
2020,Q2,Sikkim,South,4,1058.0
2020,Q2,Sikkim,North,1,282.0
2024,Q2,Sikkim,East,438,952178.0
2024,Q2,Sikkim,South,122,330558.0
2024,Q2,Sikkim,West,74,167967.0
2024,Q2,Sikkim,North,51,139851.0
2024,Q4,Sikkim,Gangtok,298,643521.0
2024,Q4,Sikkim,Pakyong,130,314200.0
2024,Q4,Sikkim,Namchi,55,148697.0
2024,Q4,Sikkim,Mangan,46,105349.0
2024,Q4,Sikkim,Gyalshing,41,94901.0
2024,Q4,Sikkim,Soreng,29,75012.0
2024,Q3,Sikkim,Gangtok,219,461002.0
2024,Q3,Sikkim,Pakyong,68,156436.0
2024,Q3,Sikkim,Mangan,65,150793.0
2024,Q3,Sikkim,Namchi,64,142584.0
2024,Q3,Sikkim,Gyalshing,28,82114.0
2024,Q3,Sikkim,Soreng,17,36469.0
2024,Q1,Sikkim,East,251,548828.0
2024,Q1,Sikkim,South,66,132417.0
2024,Q1,Sikkim,West,43,132171.0
2024,Q1,Sikkim,North,40,66766.0
2023,Q4,Sikkim,East,184,485048.0
2023,Q4,Sikkim,South,67,117210.0
2023,Q4,Sikkim,West,39,125255.0
2023,Q4,Sikkim,North,34,66232.0
2023,Q1,Sikkim,East,158,380139.0
2023,Q1,Sikkim,South,51,99856.0
2023,Q1,Sikkim,West,26,120446.0
2023,Q1,Sikkim,North,25,88164.0
2023,Q2,Sikkim,East,169,366045.0
2023,Q2,Sikkim,South,45,107115.0
2023,Q2,Sikkim,West,40,98329.0
2023,Q2,Sikkim,North,16,56702.0
2023,Q3,Sikkim,East,155,436190.0
2023,Q3,Sikkim,South,49,95595.0
2023,Q3,Sikkim,North,27,121573.0
2023,Q3,Sikkim,West,20,44893.0
2023,Q4,Uttarakhand,Dehradun,3417,6454643.0
2023,Q4,Uttarakhand,Haridwar,1693,3183018.0
2023,Q4,Uttarakhand,Udham Singh Nagar,1667,3091689.0
2023,Q4,Uttarakhand,Nainital,1086,1911707.0
2023,Q4,Uttarakhand,Pauri Garhwal,592,1037849.0
2023,Q4,Uttarakhand,Tehri Garhwal,320,700351.0
2023,Q4,Uttarakhand,Almora,278,589368.0
2023,Q4,Uttarakhand,Pithoragarh,274,554770.0
2023,Q4,Uttarakhand,Chamoli,232,619715.0
2023,Q4,Uttarakhand,Champawat,154,266866.0
2023,Q3,Uttarakhand,Dehradun,2753,4269377.0
2023,Q3,Uttarakhand,Udham Singh Nagar,1368,2002699.0
2023,Q3,Uttarakhand,Haridwar,1237,2120521.0
2023,Q3,Uttarakhand,Nainital,850,1344731.0
2023,Q3,Uttarakhand,Pauri Garhwal,466,723598.0
2023,Q3,Uttarakhand,Pithoragarh,259,463687.0
2023,Q3,Uttarakhand,Almora,238,427365.0
2023,Q3,Uttarakhand,Tehri Garhwal,187,379190.0
2023,Q3,Uttarakhand,Chamoli,120,262413.0
2023,Q3,Uttarakhand,Champawat,111,175544.0
2023,Q1,Uttarakhand,Dehradun,2611,4615566.0
2023,Q1,Uttarakhand,Haridwar,1333,2613631.0
2023,Q1,Uttarakhand,Udham Singh Nagar,1211,2199841.0
2023,Q1,Uttarakhand,Nainital,803,1294101.0
2023,Q1,Uttarakhand,Pauri Garhwal,450,712712.0
2023,Q1,Uttarakhand,Pithoragarh,236,412777.0
2023,Q1,Uttarakhand,Tehri Garhwal,229,358656.0
2023,Q1,Uttarakhand,Almora,199,421827.0
2023,Q1,Uttarakhand,Chamoli,131,240907.0
2023,Q1,Uttarakhand,Champawat,101,204855.0
2023,Q2,Uttarakhand,Dehradun,2830,4928013.0
2023,Q2,Uttarakhand,Udham Singh Nagar,1346,2119816.0
2023,Q2,Uttarakhand,Haridwar,1301,2352512.0
2023,Q2,Uttarakhand,Nainital,860,1499565.0
2023,Q2,Uttarakhand,Pauri Garhwal,449,834933.0
2023,Q2,Uttarakhand,Pithoragarh,256,402449.0
2023,Q2,Uttarakhand,Tehri Garhwal,254,411630.0
2023,Q2,Uttarakhand,Almora,226,468657.0
2023,Q2,Uttarakhand,Chamoli,160,353627.0
2023,Q2,Uttarakhand,Uttarkashi,122,219180.0
2024,Q1,Uttarakhand,Dehradun,4033,6937954.0
2024,Q1,Uttarakhand,Haridwar,2141,3803423.0
2024,Q1,Uttarakhand,Udham Singh Nagar,1804,2873929.0
2024,Q1,Uttarakhand,Nainital,1195,2066666.0
2024,Q1,Uttarakhand,Pauri Garhwal,676,986721.0
2024,Q1,Uttarakhand,Tehri Garhwal,351,569081.0
2024,Q1,Uttarakhand,Pithoragarh,314,576592.0
2024,Q1,Uttarakhand,Almora,296,527121.0
2024,Q1,Uttarakhand,Chamoli,219,367270.0
2024,Q1,Uttarakhand,Uttarkashi,148,244752.0
2024,Q2,Uttarakhand,Dehradun,3550,6613242.0
2024,Q2,Uttarakhand,Haridwar,1792,3041917.0
2024,Q2,Uttarakhand,Udham Singh Nagar,1683,2586091.0
2024,Q2,Uttarakhand,Nainital,1107,1800174.0
2024,Q2,Uttarakhand,Pauri Garhwal,613,959351.0
2024,Q2,Uttarakhand,Tehri Garhwal,349,616732.0
2024,Q2,Uttarakhand,Pithoragarh,282,475039.0
2024,Q2,Uttarakhand,Almora,244,448874.0
2024,Q2,Uttarakhand,Chamoli,180,396187.0
2024,Q2,Uttarakhand,Champawat,152,237993.0
2024,Q3,Uttarakhand,Dehradun,3785,6592118.0
2024,Q3,Uttarakhand,Udham Singh Nagar,1734,2718433.0
2024,Q3,Uttarakhand,Haridwar,1680,2879859.0
2024,Q3,Uttarakhand,Nainital,1214,2028381.0
2024,Q3,Uttarakhand,Pauri Garhwal,523,916302.0
2024,Q3,Uttarakhand,Tehri Garhwal,336,600103.0
2024,Q3,Uttarakhand,Almora,283,494383.0
2024,Q3,Uttarakhand,Pithoragarh,261,442369.0
2024,Q3,Uttarakhand,Chamoli,181,344848.0
2024,Q3,Uttarakhand,Champawat,149,243839.0
2024,Q4,Uttarakhand,Dehradun,4512,8265832.0
2024,Q4,Uttarakhand,Haridwar,2236,4063011.0
2024,Q4,Uttarakhand,Udham Singh Nagar,2104,3342874.0
2024,Q4,Uttarakhand,Nainital,1473,2668491.0
2024,Q4,Uttarakhand,Pauri Garhwal,688,1194947.0
2024,Q4,Uttarakhand,Tehri Garhwal,475,782549.0
2024,Q4,Uttarakhand,Almora,371,652054.0
2024,Q4,Uttarakhand,Pithoragarh,338,638819.0
2024,Q4,Uttarakhand,Chamoli,261,517286.0
2024,Q4,Uttarakhand,Champawat,190,364070.0
2022,Q2,Uttarakhand,Dehradun,2015,3197024.0
2022,Q2,Uttarakhand,Haridwar,974,1467514.0
2022,Q2,Uttarakhand,Udham Singh Nagar,785,1188827.0
2022,Q2,Uttarakhand,Nainital,682,1005330.0
2022,Q2,Uttarakhand,Pauri Garhwal,327,604216.0
2022,Q2,Uttarakhand,Tehri Garhwal,196,346493.0
2022,Q2,Uttarakhand,Almora,179,319008.0
2022,Q2,Uttarakhand,Pithoragarh,168,241163.0
2022,Q2,Uttarakhand,Chamoli,141,293929.0
2022,Q2,Uttarakhand,Uttarkashi,110,198886.0
2022,Q3,Uttarakhand,Dehradun,2235,3326547.0
2022,Q3,Uttarakhand,Haridwar,1141,1636841.0
2022,Q3,Uttarakhand,Udham Singh Nagar,1106,1480288.0
2022,Q3,Uttarakhand,Nainital,805,1153568.0
2022,Q3,Uttarakhand,Pauri Garhwal,398,581563.0
2022,Q3,Uttarakhand,Pithoragarh,218,294097.0
2022,Q3,Uttarakhand,Almora,212,392745.0
2022,Q3,Uttarakhand,Tehri Garhwal,210,370180.0
2022,Q3,Uttarakhand,Chamoli,132,236958.0
2022,Q3,Uttarakhand,Champawat,104,184780.0
2022,Q1,Uttarakhand,Dehradun,1774,2986200.0
2022,Q1,Uttarakhand,Haridwar,1029,1529648.0
2022,Q1,Uttarakhand,Udham Singh Nagar,847,1300676.0
2022,Q1,Uttarakhand,Nainital,646,1016607.0
2022,Q1,Uttarakhand,Pauri Garhwal,292,513474.0
2022,Q1,Uttarakhand,Tehri Garhwal,158,263185.0
2022,Q1,Uttarakhand,Pithoragarh,133,254885.0
2022,Q1,Uttarakhand,Almora,110,231528.0
2022,Q1,Uttarakhand,Chamoli,97,227232.0
2022,Q1,Uttarakhand,Uttarkashi,75,149678.0
2022,Q4,Uttarakhand,Dehradun,2944,4789862.0
2022,Q4,Uttarakhand,Haridwar,1487,2219064.0
2022,Q4,Uttarakhand,Udham Singh Nagar,1364,1880392.0
2022,Q4,Uttarakhand,Nainital,1098,1596483.0
2022,Q4,Uttarakhand,Pauri Garhwal,523,863303.0
2022,Q4,Uttarakhand,Tehri Garhwal,256,441778.0
2022,Q4,Uttarakhand,Almora,255,527702.0
2022,Q4,Uttarakhand,Pithoragarh,241,419628.0
2022,Q4,Uttarakhand,Chamoli,145,313403.0
2022,Q4,Uttarakhand,Champawat,120,231116.0
2021,Q4,Uttarakhand,Dehradun,1681,2630885.0
2021,Q4,Uttarakhand,Haridwar,1235,1394942.0
2021,Q4,Uttarakhand,Udham Singh Nagar,899,1120952.0
2021,Q4,Uttarakhand,Nainital,665,915316.0
2021,Q4,Uttarakhand,Pauri Garhwal,310,469713.0
2021,Q4,Uttarakhand,Pithoragarh,163,282298.0
2021,Q4,Uttarakhand,Almora,127,212761.0
2021,Q4,Uttarakhand,Tehri Garhwal,112,203345.0
2021,Q4,Uttarakhand,Chamoli,95,170770.0
2021,Q4,Uttarakhand,Champawat,83,179513.0
2021,Q2,Uttarakhand,Dehradun,858,1143631.0
2021,Q2,Uttarakhand,Haridwar,607,604868.0
2021,Q2,Uttarakhand,Udham Singh Nagar,518,516440.0
2021,Q2,Uttarakhand,Nainital,205,288133.0
2021,Q2,Uttarakhand,Pauri Garhwal,136,166197.0
2021,Q2,Uttarakhand,Tehri Garhwal,87,144359.0
2021,Q2,Uttarakhand,Almora,86,112828.0
2021,Q2,Uttarakhand,Pithoragarh,72,82135.0
2021,Q2,Uttarakhand,Chamoli,67,77488.0
2021,Q2,Uttarakhand,Uttarkashi,36,45443.0
2021,Q3,Uttarakhand,Haridwar,1255,1050466.0
2021,Q3,Uttarakhand,Dehradun,1112,1329330.0
2021,Q3,Uttarakhand,Udham Singh Nagar,638,701929.0
2021,Q3,Uttarakhand,Nainital,364,472151.0
2021,Q3,Uttarakhand,Pauri Garhwal,221,271961.0
2021,Q3,Uttarakhand,Almora,113,158721.0
2021,Q3,Uttarakhand,Pithoragarh,85,150869.0
2021,Q3,Uttarakhand,Tehri Garhwal,82,117190.0
2021,Q3,Uttarakhand,Chamoli,72,114681.0
2021,Q3,Uttarakhand,Champawat,52,89402.0
2021,Q1,Uttarakhand,Dehradun,761,878779.0
2021,Q1,Uttarakhand,Haridwar,620,535996.0
2021,Q1,Uttarakhand,Udham Singh Nagar,502,438715.0
2021,Q1,Uttarakhand,Nainital,206,206237.0
2021,Q1,Uttarakhand,Pauri Garhwal,142,143920.0
2021,Q1,Uttarakhand,Tehri Garhwal,83,95974.0
2021,Q1,Uttarakhand,Pithoragarh,74,165738.0
2021,Q1,Uttarakhand,Almora,54,66726.0
2021,Q1,Uttarakhand,Chamoli,54,46552.0
2021,Q1,Uttarakhand,Uttarkashi,41,53604.0
2020,Q3,Uttarakhand,Dehradun,482,166568.0
2020,Q3,Uttarakhand,Haridwar,305,79746.0
2020,Q3,Uttarakhand,Udham Singh Nagar,294,70995.0
2020,Q3,Uttarakhand,Nainital,102,28588.0
2020,Q3,Uttarakhand,Pauri Garhwal,43,11588.0
2020,Q3,Uttarakhand,Tehri Garhwal,38,12747.0
2020,Q3,Uttarakhand,Almora,36,15207.0
2020,Q3,Uttarakhand,Pithoragarh,32,12065.0
2020,Q3,Uttarakhand,Uttarkashi,25,4041.0
2020,Q3,Uttarakhand,Chamoli,16,5235.0
2020,Q2,Uttarakhand,Dehradun,313,59251.0
2020,Q2,Uttarakhand,Haridwar,110,21708.0
2020,Q2,Uttarakhand,Udham Singh Nagar,68,15728.0
2020,Q2,Uttarakhand,Nainital,63,13166.0
2020,Q2,Uttarakhand,Uttarkashi,20,3974.0
2020,Q2,Uttarakhand,Almora,20,4261.0
2020,Q2,Uttarakhand,Pithoragarh,17,5076.0
2020,Q2,Uttarakhand,Tehri Garhwal,13,3613.0
2020,Q2,Uttarakhand,Pauri Garhwal,10,2187.0
2020,Q2,Uttarakhand,Chamoli,9,1905.0
2020,Q4,Uttarakhand,Dehradun,577,620548.0
2020,Q4,Uttarakhand,Haridwar,337,341470.0
2020,Q4,Uttarakhand,Udham Singh Nagar,294,261230.0
2020,Q4,Uttarakhand,Nainital,169,206547.0
2020,Q4,Uttarakhand,Pauri Garhwal,79,95558.0
2020,Q4,Uttarakhand,Tehri Garhwal,62,90003.0
2020,Q4,Uttarakhand,Almora,46,65453.0
2020,Q4,Uttarakhand,Uttarkashi,44,44541.0
2020,Q4,Uttarakhand,Pithoragarh,42,60841.0
2020,Q4,Uttarakhand,Chamoli,35,56928.0
2022,Q3,Rajasthan,Jaipur,9778,11871696.0
2022,Q3,Rajasthan,Alwar,2493,2970381.0
2022,Q3,Rajasthan,Jodhpur,2043,2861790.0
2022,Q3,Rajasthan,Sikar,1480,2195021.0
2022,Q3,Rajasthan,Kota,1411,1671898.0
2022,Q3,Rajasthan,Jhunjhunu,1240,2050268.0
2022,Q3,Rajasthan,Udaipur,1238,1763298.0
2022,Q3,Rajasthan,Ajmer,1195,1567682.0
2022,Q3,Rajasthan,Ganganagar,1100,1892703.0
2022,Q3,Rajasthan,Bhilwara,981,1240218.0
2022,Q1,Rajasthan,Jaipur,6330,8534407.0
2022,Q1,Rajasthan,Jodhpur,1579,2182907.0
2022,Q1,Rajasthan,Alwar,1331,1943529.0
2022,Q1,Rajasthan,Sikar,1200,1723978.0
2022,Q1,Rajasthan,Ganganagar,807,1448963.0
2022,Q1,Rajasthan,Udaipur,758,1088768.0
2022,Q1,Rajasthan,Bikaner,741,908042.0
2022,Q1,Rajasthan,Kota,710,957885.0
2022,Q1,Rajasthan,Ajmer,669,1095855.0
2022,Q1,Rajasthan,Barmer,662,919482.0
2022,Q2,Rajasthan,Jaipur,7224,9069667.0
2022,Q2,Rajasthan,Alwar,1666,2268591.0
2022,Q2,Rajasthan,Jodhpur,1574,2204996.0
2022,Q2,Rajasthan,Sikar,1118,1606708.0
2022,Q2,Rajasthan,Kota,920,1224304.0
2022,Q2,Rajasthan,Ajmer,893,1202104.0
2022,Q2,Rajasthan,Bikaner,859,1206661.0
2022,Q2,Rajasthan,Jhunjhunu,828,1313835.0
2022,Q2,Rajasthan,Udaipur,814,1133288.0
2022,Q2,Rajasthan,Ganganagar,751,1296746.0
2022,Q4,Rajasthan,Jaipur,12312,16383317.0
2022,Q4,Rajasthan,Alwar,2869,3867232.0
